,Protein / seconds,Polypeptide / seconds,Amino acid / seconds,Heteroploycondensate(HPC) / seconds,Polysaccharides / seconds,Oligosaccharides / seconds,Humic acid / seconds,Monosaccharides / seconds,Inorganic carbon/ seconds,Lipids / seconds,Pigments / seconds,Porphyrin / seconds,V-Phenol / seconds,S-Phenol / seconds,C-Phenol / seconds
168,8271705.7937612,1960978.9623968296,806536.2759494231,886872130116.4745,24943273.96235055,7694710.8514977,24720946.82800714,26147457.64772486,2647960.8279747097,1955632.4474623112,8648650.25031124,9058223.521441702,2596956.3099184106,2503823.7420741376,2351980.985470304
169,9153012.548892733,2077571.3045210443,923363.8026118082,832336582702.0153,26325836.487104356,7778176.837147667,25781594.708950397,27406565.03484325,2637106.9792408217,1868962.8816570705,8743473.147672452,8327516.545032367,2605679.875960497,2565232.5036329334,2759581.6339703756
170,8822269.252310537,2142874.1973202094,939130.8007332396,811336190081.4945,24444728.505266186,7459004.907781167,24890379.288685378,26453371.67945917,2589949.660046732,1964330.7627575826,9049792.260958342,8908055.02291105,2771032.3401168906,2574270.421687196,2613799.7954155775
171,8687068.063690415,2075405.2156146523,874109.8893918782,823918343613.5466,26003209.83213652,8042537.969407075,26743877.299585856,25089128.1189617,2431225.464795307,1904222.5359701603,9070607.093970053,8897772.775051733,2591591.9920241423,2592737.7200159077,2523262.8753854064
172,8417240.862326518,1856939.2950939932,857376.441009259,830885834378.7279,25761861.62064411,7525355.738179296,24299636.448302303,28170943.584853474,2445574.631611828,1988710.691474392,9192055.560248692,8219043.522446753,2515217.6355266804,2626994.4997995673,2579173.9875605633
173,8766781.104909834,1897968.8472181635,862846.8473545389,882793236322.4572,24718478.816141445,7521738.639687378,27247413.936973237,26592868.750374194,2780484.3962512333,2088483.2749646772,8893675.849658687,8343143.8491461,2451841.2824170804,2728012.837033917,2519693.038762622
174,8888914.288371703,1964147.8560831996,924899.9045269846,792152652327.8289,26796586.987255163,7609253.733135203,25920366.588922314,26664490.354329716,2517491.893249881,2100215.3322356744,8955709.083747312,8698493.413687587,2596417.214212334,2381108.5868159845,2492229.2009334555
175,8610573.56508177,2119202.5508795073,823584.5398713779,930539549425.5553,26633418.723661274,7805467.62923381,26561946.275195807,27102704.7975654,2612741.3672731123,2077761.017068183,9129997.277313273,8827557.910679976,2485529.417321208,2628203.9781987797,2627389.890960086
176,8312734.074920403,2090320.207145369,835130.1170209696,846871317374.235,25529943.27977399,8067475.352819207,25322869.402901247,25976761.524683625,2728381.595520561,2099825.1520202747,8988091.353869073,9001021.557990517,2632105.92587543,2706111.1814613887,2540284.2102894955
177,8875308.181938902,1943640.9312982254,847572.1673979431,806210851763.8346,25585360.357667558,7441763.844913868,28160011.640295565,26388573.188451387,2421126.6549933003,1845340.176572799,8671868.026177075,8807454.528251465,2537616.5228623077,2585236.5755037293,2605341.3561985632
178,8625430.41885785,1990820.0930796296,863225.7363409434,822415624773.8733,25189553.00577317,7461812.902804996,25622761.333247356,26351710.36428541,2603408.3366086627,2051411.4626059448,8430637.751493119,8749856.43550443,2645115.8191881096,2644491.8425173997,2752356.9825773123
179,8600566.845238483,1926217.6897619609,920848.821024796,870553710293.6265,26999145.765649285,7403279.343167199,27727924.35806521,25460884.283234715,2486591.7261385256,2142761.9774242556,9021711.383022428,8641616.895011464,2744391.70467031,2505820.906141168,2488110.166928059
180,9365192.561175393,2130513.549407758,834863.7299367501,891142249712.3595,26647378.847843535,8263334.30239923,24334977.611887276,25288372.714136098,2574445.477670181,2064312.5793109927,9021325.329040602,9389239.61459405,2721253.8028375697,2470336.2672295594,2539254.266293446
181,8525320.533371903,1917995.3358353665,854214.324511666,825587556753.8511,25583176.251370307,7693308.06907779,27374899.398946706,26078185.96186413,2794539.060504844,2122833.86360743,9201980.649508547,9102386.519743029,2425058.314638979,2589079.127197698,2586381.61436767
182,8840064.369472882,1996395.7498845807,892149.1026079266,852117746624.8795,25441630.84490282,8509012.692761166,24587316.77743174,28000659.42579634,2762381.0961527303,2063955.0805729348,8351121.481247018,8259048.214053133,2492010.157996714,2412733.0609006775,2631826.4071113374
183,9155442.926961442,2071533.2946756927,881632.4153865825,876966881682.2869,24583748.898748167,7848938.631916702,25664451.716068313,24993109.397800505,2804497.3361482183,2004654.9765333356,9137048.837632889,8758132.071879722,2609542.018683614,2601190.1394927986,2697119.9316375526
184,8915196.230129844,2047981.109409485,858772.1734444513,829818901916.82,27224313.573280446,7632622.371449102,26237603.940966174,25761526.630788133,2685635.517255879,1838685.3895857672,8322033.577340413,8702919.671739778,2634051.3763660467,2552776.133423108,2390733.4565445352
185,8715952.37189529,1939244.1485774172,851843.1178503344,838742945436.6094,26489077.557283834,7739856.918209712,25064545.536076847,24216577.760289103,2558972.7450473295,1869326.661067296,9398829.781608058,9376032.521356467,2417058.682282,2612160.2299205074,2788938.4155120747
186,8742893.932188155,1932638.8767116612,906759.6602469215,820053010232.7955,24517968.278449405,7988369.612880118,25842072.42016697,25091411.202703904,2683819.743177267,1948091.5887225652,9274191.135496357,8040480.222185501,2793095.6396657387,2588318.0755266245,2549536.1589934104
187,8093409.637859078,1984427.8812513233,916566.0310434126,857154334307.3551,26463815.4878454,7779837.709958684,26080347.535150457,25795348.87736082,2529158.19028744,2036283.6438384773,8809508.91849067,8443023.963118622,2605791.171383,2617423.3008377627,2643353.631836272
188,8176653.775414685,1893590.0145172123,874040.2856466604,894377994383.3745,24164449.131624565,8071576.263740326,27269349.777501535,23515226.73186237,2530035.6899567605,1991548.2667871641,8596836.39841316,8474396.09149497,2751671.590852468,2580188.871127551,2456810.256314732
189,8587029.437624304,1931222.194784512,925285.7420461715,812695863446.2172,26055280.793544356,8032658.928037802,27153423.306352336,27724739.498172607,2492236.4935665107,1912766.5929810938,8666865.441619644,8674538.152293982,2625663.543971755,2487377.54559013,2543096.1887841257
190,8597319.871603828,2083681.3423971988,887289.8698990043,821376580328.9766,23899099.430178814,8243449.634023661,26973064.890316807,25646545.321122352,2495288.6174726887,2003622.3963013822,8596391.435374077,8082345.597180832,2610066.069097185,2518396.069522433,2464808.645272272
191,9174755.752116242,2005615.9375132662,792085.1044431645,877903830692.7274,26422139.577069007,7780361.1398119,25510692.750169124,26680946.73761493,2407210.875498666,1994800.7568719145,8592397.657769136,9090133.125084095,2631516.204150898,2374723.3410469447,2604261.8395732604
192,8820011.520792177,1877810.0437777434,886411.5271132037,863132104044.364,25598650.547297124,7762959.9501778735,27316205.563900676,24043678.116660237,2582006.088928697,1850915.5529712709,8114441.675697015,8681172.310504526,2720410.136544903,2501203.3280962873,2564082.2612325307
193,8499372.311439516,2095408.747039707,877465.1647792761,829182371988.0988,25185575.86135333,8298470.2115208525,24601843.948310632,25698217.560476996,2582358.410818307,2007650.5998002759,8790467.211524798,9035160.127824795,2668784.7336185295,2444882.650330028,2697904.1099759587
194,8190231.098427175,1999796.0950365353,833303.4822959888,929108777295.1583,23927276.431301665,7796952.031156056,24112748.197564773,23453099.679334734,2624807.101274743,2084579.3369950473,8944810.52260273,8921086.466412608,2686431.8039856167,2538650.99058626,2628698.166179619
195,8010811.721342738,2028545.5308442381,877965.993002711,842537041287.2561,26350714.157603398,8064214.796148882,27298873.719107814,24953195.543577842,2714731.200757129,1989070.1822604851,8080144.223360828,8752647.970919186,2536396.674623747,2612777.1692569694,2578870.0461684866
196,8700370.037579512,1927805.7815118902,880221.8369892649,903358764470.5304,24873476.14414704,8514631.655400174,25840201.066600513,25077871.783002783,2459613.5769317085,1826271.7255023748,8170731.578938011,8776934.879617725,2505045.5251037497,2669711.8625473883,2612802.229961835
197,8347002.177307225,1887073.5532254595,838736.1121760778,816954141828.67,24947147.00191081,7480333.434880074,25997890.355157908,25102308.881042216,2757284.5218699146,1898055.3490780734,8685650.494696885,8416129.632944882,2532004.244823976,2555723.35490233,2618279.918745939
198,8187371.701707833,2118081.806077749,878416.0859110991,846717318104.7606,26023974.825265065,7611663.663143717,26164322.70436294,24816000.05785836,2624596.8488914613,1902768.7145037332,8912231.455225285,9075853.689915879,2388574.828337119,2677488.48293809,2734526.3892853484
199,8626669.725586008,1948376.1398796965,843418.6334553213,920462358520.6467,27430921.045050178,8033535.299731473,25771953.952304885,25879698.54080177,2707851.2629318093,2098789.255840509,7965827.082531878,8974273.610012118,2655408.999198821,2695520.460279374,2642444.9752482744
200,8337401.212080045,1938550.9751281857,903980.8262386675,818813552667.0406,25416781.749484003,7841772.584580852,27161772.690149408,25479431.980137385,2372775.077167901,2048440.9891332933,8246044.729132628,8568990.519445116,2460245.428661656,2346620.447946284,2608699.954351746
201,8633931.005091466,1994200.968052623,916679.0940410126,836451021257.4869,26363135.578322876,8344919.862303887,24695419.789511677,27039930.808985308,2551222.7612307584,2004548.739936056,8118850.256307125,8637297.57226718,2543980.630111427,2511976.007042567,2598561.5944359316
202,8854454.904047938,1983513.485793346,847255.6497290613,911293747411.3174,25577799.90681113,7747871.162591265,26398427.974477574,23834063.85877072,2649896.120401807,2078417.0325725733,9340654.951972097,8506293.819481052,2568232.486651081,2611903.622755652,2589026.441265749
203,9221609.741825012,2055002.3520459456,872212.2197765926,866102044479.9714,25171101.79284311,7902815.34399259,27174295.017581563,26331300.457039293,2585836.2403295683,1974211.9633289163,8984497.40795732,9217234.26470375,2490955.22587801,2382249.9386810986,2695975.7142851716
204,8289388.017593909,2015193.6233450668,806927.4677110174,850895711361.0802,25486575.087361142,8213752.528983604,24117881.643431474,27311561.6935421,2746837.813770105,1945415.5046213001,8442618.861759135,8463521.529081749,2698553.706383515,2489816.732078636,2645179.147526153
205,9046639.255210452,2139277.900599719,881360.0085112031,807367905758.8497,27490146.278844442,8138102.790372621,27038768.20400025,24122906.28513872,2544249.8223412056,2001801.3450835047,8277929.613250624,8419019.573795922,2396102.7209804193,2661032.9516345924,2503203.6627105614
206,8793704.590246292,1960617.3713181657,848636.3695806887,839994449514.7772,25646195.66651512,8248439.20432419,26971075.350424256,26201689.482372917,2469609.550968772,2082124.3249170063,8384790.245606922,8291720.100667388,2748031.6726843826,2669216.146094915,2504601.7900019228
207,8662211.00339118,1912019.5773606647,847788.0819705309,830716708783.1816,24984994.57957119,7819985.706869163,25149933.62436763,25608412.807432916,2655628.790100918,2006647.6234098293,8628620.929511564,8323020.764758567,2517553.3306851685,2684463.353297846,2532434.9264892414
208,8998777.03767625,2031533.6225632925,875271.1863360639,818109654429.5121,26370069.61939703,7860968.763739792,28265421.810485188,27420136.71926705,2552905.856361604,2179805.1142539326,8794974.085357763,8432931.003315797,2492806.832168345,2678678.322756697,2552581.4364806004
209,8371111.810944329,2114266.8061800944,912259.0116962645,869829460340.107,25873049.64015236,8069568.872467728,25727692.048377387,25830166.335130375,2533375.680071555,1940005.914113102,8742582.495540993,8968483.552627003,2590204.826855182,2571474.395473552,2675710.513484288
210,8973324.091944605,1964469.2951031043,881822.4953451739,839739994741.9987,24481819.16457908,7604115.189520508,25893311.354924597,26399084.2702655,2689630.4320535944,1955168.0669695868,8335230.704602378,8551099.150058718,2576143.8621355016,2662231.5744137308,2566831.5642276
211,8812478.699561277,1954814.3794070685,875939.243872824,832548703681.4177,26925706.556977026,7934391.464730315,25078580.907244828,25166162.57928605,2730492.3396839965,1943577.363467316,9160255.670895834,8413344.781631637,2771929.7433168264,2394398.175924294,2635080.2693049177
212,8578831.38836754,1984144.4113584445,851180.3862492432,840070417667.9523,23790962.60211231,8222313.989105565,26032049.2052269,26035056.8847441,2551546.105289583,1895458.39399602,8508308.01580785,8938880.285848904,2566209.3436978622,2733248.232597759,2373322.2531298157
213,8517530.614800213,2057840.0348148937,917318.0559376706,866539380966.1936,25698159.67216239,7532637.384584072,23697895.010485783,24771918.653035715,2515460.7352726953,2008184.4450308091,8517553.829397894,8671031.144636318,2661741.5552297547,2778258.8223202275,2478879.2680056347
214,8810208.611529605,2074274.1429835025,848511.7062370395,854494389915.7557,26639625.081621412,7895713.301536213,25834706.032209396,26200195.738972798,2575141.9438419174,1827631.9975321612,9171686.630189307,9178112.537169386,2624812.8595812228,2570375.6350318603,2652045.124456262
215,8135366.439710854,1902157.2772331417,813725.3074812364,841130342951.2743,24430198.11204721,7876595.079399502,26704700.51793163,24639400.805914488,2717289.532878751,1908629.325052534,8421409.919977086,8937109.528350882,2474772.1515992517,2718076.660978243,2574923.1060117134
216,8295215.428909284,1834450.7813190822,896208.4866677538,894156698182.6001,27443016.420007847,7886712.923927936,24964754.411325287,27119879.590388708,2617221.8481466593,2126508.099632915,8661457.735543258,8758860.265116261,2534525.5393363857,2649247.1344144484,2701513.906141264
217,8969762.64325231,2016992.6360318016,859007.1164431048,869166871730.7648,24593632.48326893,7199899.255880833,26081285.63956338,26401287.545491222,2656977.4963816144,1956153.9207357867,8588481.805214554,9114098.43206141,2442128.0851922254,2659727.012066293,2593416.1950677265
218,8907574.646837955,1975247.1234719302,821550.6317662455,856221843588.0618,25917869.13865691,7126116.450699803,26228316.470814776,27577976.726233087,2661384.464418479,2067492.6935830829,8527849.481541159,8293230.494524705,2761013.6859369585,2646746.0110671637,2570815.9490605267
219,8210425.555226086,2004017.9871551367,786150.6779402927,840167151202.7665,24638412.76926808,7443736.85755103,25420853.08507465,24802239.520686608,2508828.440839409,1849951.404129221,8626239.68966085,9105057.883339107,2594230.5048178807,2663421.347259323,2513099.5130194062
220,8784129.73957235,2147285.6821700814,886963.0999838414,888689925995.6254,26241114.343757156,7816493.463913891,26297219.458403464,25061487.56341093,2463004.2349847797,2081187.7521391346,8864370.932007864,8186788.081871987,2558968.4062331244,2734784.823308748,2632838.459481771
221,8982956.932881815,1994917.0907377712,909248.5395436729,854980177465.5841,24074600.49326175,7963854.302652083,26413009.480249166,27000954.20656498,2478293.901838428,2041470.2569879023,8231571.6963615725,8382959.600585675,2592240.3710634396,2678324.8676540684,2480079.834239605
222,8584370.164071288,2053308.3479701844,857910.8048451897,856782900233.4647,25751247.33140545,7656907.914884311,26988652.462952673,26273618.898797132,2579733.6825712183,1922880.3361681297,9081447.567606369,8853262.483416447,2658656.110476892,2558539.1024441947,2650552.9777939906
223,8632922.378656806,2152522.1820245693,846135.4817868555,836770009307.4867,27166696.579641633,7729802.794625463,24265148.68789209,26059126.886186853,2720208.798849447,1963264.8134629303,9159967.84702488,8574767.030069355,2742484.24304363,2604722.9405850437,2543759.0612583063
224,8665952.893834928,1823797.3256672574,917929.4512909157,852679048629.0641,23719239.03728355,7783823.576603983,25701485.788944073,26758198.587692913,2614680.091444491,2108970.500706352,8505028.482113495,7931520.863254868,2745070.054905868,2550490.020004767,2657565.5827289307
225,8437541.533714708,1984744.685821266,903592.7395654671,944246900292.3026,26413143.192207273,7453389.474622708,27008881.103064276,26449301.454784565,2710988.0055872826,2093517.2551911736,9245413.402543414,8754658.585020386,2523049.8471468966,2632442.7739162315,2524203.6144579146
226,8436751.292419165,2110429.699512994,822978.0522234754,827848583879.1249,27502927.64324145,7762267.988329616,25358059.622139126,27708953.751596503,2729302.439312854,2047970.223064898,8520054.496817015,8613119.912853245,2591443.7720522983,2586413.6985852253,2772623.023847275
227,8905328.102624359,1978677.6430328023,853116.2606216555,843474801185.5564,26291641.120204773,7932784.345211053,26553738.722077515,27539428.81095014,2675462.755844037,1970500.6940342817,7945555.61439961,8794240.255746208,2590419.985988693,2354064.8929382805,2615189.607413374
228,8577705.755446855,1967609.5725033407,936931.382746011,864382418079.6687,26770584.086540624,7966798.056508007,27369212.697778415,24599063.544370152,2726087.7023507226,2114018.531418722,8610082.804785946,8469834.831619723,2637715.1787725617,2478933.51220258,2612396.256209686
229,8605322.220523085,1991245.2023234307,866565.536804314,834194118477.0491,26050648.664745603,7760415.464141789,24717962.864598818,26448213.065614276,2495486.918184956,1824886.083421754,8938482.334314652,8599381.758527862,2759894.9296261966,2653624.5943371733,2520259.5366428597
230,7994847.365891709,2122698.6832125555,838607.3959561841,839049096764.6033,25052916.900458522,7946341.268817131,25514322.254632886,24093151.412496075,2753329.4657129864,1898685.9543654164,8705882.010775495,8594094.474730946,2523888.9745881227,2473331.4554364476,2573158.1386263096
231,7990903.061074291,1864967.333203271,817445.5977922782,854620071877.927,25772552.80256635,7709385.411541628,24765047.65188806,25113001.25369434,2604115.2727040406,1885830.1419157544,8920523.942947872,8623038.791528396,2688277.41145266,2433061.338741174,2708003.5573936105
232,9197006.047251927,2098843.8570072968,842930.448227326,865114811693.1797,26292976.4367276,7671959.422562768,25789625.18135563,25759437.108516872,2462462.7117890185,1935372.5163773687,8414877.40294133,9046582.821932076,2636573.87840748,2712362.406279687,2700747.6238126247
233,7886253.595166416,2182660.5879489523,822334.8785342711,934716209300.641,25851035.21235587,7434998.307668457,25579366.401258923,26494060.629212234,2523621.877285358,1901731.8667713185,8584300.57507192,8868388.648154369,2658907.66967111,2654576.064169186,2823337.720790537
234,8521721.307617785,2064471.9530415474,872745.957457293,851378794593.7299,24349058.392592266,7941301.881722022,27520833.63078674,25181016.406340647,2497387.6194511694,1873963.4327641071,8970042.116942842,9316718.270793753,2428933.962206218,2621234.670467401,2779906.9456331884
235,8303725.071225007,1915506.69892058,871626.5344629339,840377514407.7756,26764924.608090352,8360830.1012702435,26248471.744400315,23843707.690165285,2807499.323865674,2060671.121684805,8400776.426809585,9103954.535683462,2648706.421230064,2387513.339968548,2588482.841492786
236,8592140.372809747,2065933.5468003505,908020.5781660434,879423204697.9187,24921093.302458283,8201864.2043283,26022445.746941715,25700639.919289462,2725619.6890839464,1957775.3504395846,8458704.677360965,8679230.760087939,2552059.578055858,2696309.1351941964,2592282.6873616227
237,9033985.104912046,2078981.7368633347,847816.6179968885,852307010737.1831,26407095.816632614,7719243.772133503,24790819.27827762,26254233.861435037,2564677.677089196,1859443.140636816,9173662.591228418,8219533.849851333,2799162.8269044813,2518065.762699364,2582870.388858622
238,8282260.933980047,2007992.1070856215,877891.6635963153,928788458827.925,28056988.6896009,8079078.05210463,25472721.123039346,24972066.95301599,2527576.0174362073,1987739.1866985175,8922220.999513447,8198217.450282921,2639777.797435704,2560689.3225831785,2508334.3785447986
239,9243033.19531563,2124932.170078229,814813.5918959689,863819024133.0657,26069856.07142254,8143326.973967107,27361923.608040217,26502965.779990226,2425070.2482571327,1914313.0833401754,8748394.76818402,8645628.997276202,2566843.4500816134,2639771.31404,2499849.837170236
240,8309255.285944174,1944223.4714758615,856576.9275573695,808498931554.4999,26225534.119586624,7924014.388542257,27443495.411652293,26159064.45058274,2548670.6098054647,1957122.5839616433,8530065.731651735,8535623.317527777,2730696.8873143326,2482876.0355569962,2511287.1056561545
241,9113640.467853721,1943210.053757016,819099.2676201183,912437215424.554,24437902.549467456,7896967.414747176,26343515.88269364,26359997.99951511,2438903.2460912676,1892714.2658814238,9123674.5110047,8330867.712051614,2635625.887102141,2532196.343057611,2426087.5403887066
242,8666437.956328712,2060969.1658511912,901169.9275362146,879083311985.863,25452594.89614141,7537758.417643011,24279952.56197789,25836783.992062744,2549009.236604999,1905826.6016224034,8428810.80630367,9230181.792408936,2590002.7759867357,2629282.0918442705,2513689.727164298
243,8749386.185178135,2005143.0728859399,882495.9296529667,818598569961.8778,27457139.311502725,8154631.390103977,25197210.540178202,26297027.43066904,2498403.5692200908,2068652.1447104486,8845288.333313536,8515047.429922868,2514081.5516333166,2675340.483783272,2676134.4816301777
244,8491832.809292585,1899886.6726146666,854132.360709773,871148195006.5134,24634044.06983936,8330310.4054652285,24926239.379003778,26022458.636793546,2419048.0454406664,1924839.6814548,9226104.519974213,8337131.699809352,2493672.891162497,2703139.2594589987,2640741.8845584053
245,8455223.148672348,1974480.6876081184,840453.8696870721,825164671977.5334,25961977.198471043,7952506.940498815,25903052.114869572,26060901.14917484,2588801.5606325786,2117146.6143616727,8646082.340713881,8471573.524963155,2588774.726658409,2618136.9750888245,2535611.3774031466
246,8464789.251580095,1918843.303979759,811922.5267227794,835321519256.725,27128973.963124283,8045339.7165432405,25481196.134799026,24739987.29539198,2695028.897095324,1997309.910483634,8683968.167964004,8771788.305069078,2618420.459127806,2711585.9809215027,2653930.367798194
247,8374978.7036823835,2081612.4737548209,868700.3468395678,883991832656.045,25410554.251899034,7753005.95886301,26071561.720558874,25382773.983654756,2621906.8401482045,2062580.8160609487,9207723.88526992,8649780.927409979,2614978.0994698233,2581640.4781269226,2645356.8501623105
248,9167348.147523984,2068175.490070686,882887.0317383357,900739627020.0187,25761668.824843947,7533512.15699675,25250431.387273323,25537256.897409607,2403489.473524632,2040849.7956339112,8215424.7942669215,8840697.232298119,2642153.576782057,2700752.769042911,2533900.3402794315
249,8627006.725738721,1895544.2865099637,894344.2471895693,844198994358.2963,25567805.62358133,8457158.53217357,24325584.11756844,26738710.316358842,2587678.466849926,2004994.8873328085,8306050.5731651895,8490336.839181801,2509151.756554692,2667924.0187276746,2538350.076125879
250,8291254.068791569,2149808.773875552,862048.2583881508,804749126996.5538,25704550.908016413,8108119.458626703,25254691.251610037,26589972.49962322,2370826.1158296536,1964572.2801904539,8416256.20666796,8475365.388067435,2623156.711740476,2474363.7531819143,2447698.6460570386
251,8519522.770246573,1993140.9333047594,850452.587945231,845973325056.1798,24712261.82601968,7788012.526722052,24673610.992356762,23415501.345950764,2571943.6396738514,1941962.0569054605,9162861.226194289,8995596.487228645,2653956.5887663784,2650549.5865765573,2621630.9425117457
252,8722487.356801288,1887754.729756957,793067.9164541825,870847246252.37,24848889.13058939,7966434.084851956,25742206.244020004,25230801.75647161,2534611.057956935,1945585.592299767,9057179.244749276,8633987.060651068,2665040.009371304,2765253.1271825936,2534442.300621376
253,9084378.853648704,2091653.9615858365,860927.4058593623,890125573441.7544,26055500.299968217,7502571.930230031,26254823.358257167,24437772.687554333,2520190.6208833614,1992348.17851863,8860013.055064874,8802230.372840874,2516510.6175767495,2603112.0824693497,2594962.912591989
254,8456429.11355974,1927439.773791397,890245.2713963882,909206798233.4143,24795272.090726573,7272258.725836233,24883881.8089101,27804008.780852925,2641468.115575379,1913944.7795463135,8681384.36442242,8254702.835408358,2762988.382952137,2751070.095157946,2773271.138464881
255,8441914.700499734,2044137.6493754801,892305.8810605474,908845523941.0588,25406876.461395063,8245530.098731872,25699240.767870042,26411871.115594637,2755043.540969533,2051124.063456481,8083213.405778948,9048502.533657614,2524716.3573637987,2702999.289602054,2403767.636622458
256,8704200.957734365,2008202.7255720415,903106.2903659117,858108058997.8715,26205367.36519715,8284411.062739013,26941482.730916046,25519053.62673208,2537470.323120506,1972381.486016367,8252825.344310113,9263629.647741482,2533542.049715311,2655270.8154560076,2612976.1435876316
257,9134348.869187558,1833840.0412091184,921662.718022777,912860104255.165,25085248.61662403,7556580.610546755,24838948.126644753,26106184.362432443,2477379.9434812875,2021759.6873234606,8800204.851316059,8751467.08380452,2482212.2582082837,2518878.61274111,2681228.4878378436
258,9292807.437888479,2156354.129081555,839487.8070043945,844618675223.7091,26028637.342634737,8062701.320900773,27171833.031778462,26313143.76235298,2606636.765987372,2019230.780007327,9032158.262987707,8954043.769969052,2452956.903409045,2568200.006804323,2593959.833642778
259,8078330.680119266,2026306.8918388304,867182.9789176779,877386863188.5055,24449146.61157508,7636362.7006267635,25089739.474714797,27770068.419860322,2572038.208811087,1930623.6947333836,7961496.17056956,8132602.256781705,2634478.2431012513,2512865.8095767354,2461679.6947929673
260,8833143.075006155,1899538.022360187,841818.3720690359,819423837123.6531,25691805.280945126,8171759.553434046,27938081.02191394,25832194.474232852,2395061.444263523,1996550.7994897875,9024735.181536967,8536287.413970558,2626366.9502317007,2445463.5935955644,2643838.546999328
261,8284572.729520931,1942012.2605584522,867864.0381073373,851964572699.4596,25254776.091688573,7801420.473098002,24286186.991525356,26867455.068505265,2726598.153450001,1999379.1365938839,8910366.245602204,8788869.518863557,2492245.9697563676,2507607.0479020635,2396753.1397733334
262,8150866.304247095,2023570.5131145362,780646.4578614893,835582504372.5625,25508768.650737066,8153330.557563879,26106965.86377105,25467675.522974756,2722051.475919116,1985830.2195066812,8885927.116837732,8926787.274988791,2416235.613033318,2656072.729074907,2460704.737729178
263,8249880.887241486,1954406.702730169,908505.8727175982,914291748340.0847,25623531.94258549,7512616.710594281,27497435.604072817,24876577.41892215,2766987.600994841,2158586.6822430445,8344290.002736567,8526850.750103384,2504266.169360954,2470893.98699357,2573289.080713344
264,9020721.945081703,2124033.9996341118,887023.497487458,798256809559.4028,26904920.732799795,7805011.440334505,25522961.4927611,26439958.66080129,2721833.800938261,1946238.312853496,8026509.6079277005,8503443.695269994,2604425.668568881,2552138.667792415,2463132.18471429
265,8860767.131732553,1991469.8169342196,871223.1434930302,877144102837.5112,24046570.89706769,7850133.916441256,26113598.443224486,27160787.605263773,2596495.004394638,1933922.9584615803,8496997.970531268,9032588.986464724,2598388.072546634,2563807.8879513866,2408783.6939374832
266,7920517.100711738,1853234.9653406744,880124.1161644349,887133353161.924,27498270.301229805,7416609.75310418,25353096.062015757,25584996.283624183,2653887.877465527,2024263.578538984,8884878.870332977,9307328.878299186,2788695.298752432,2749370.643739367,2590303.0074203205
267,8466717.95813462,2066358.8344167806,889794.354796175,842733868365.6536,25743492.471302576,7715902.634435228,26869848.415204868,25580673.25084292,2630411.311347762,1899338.4965285633,9169357.864548111,8325930.269190729,2600009.2154313405,2506626.5585791036,2757398.8891680236
268,8341787.723775465,2038161.7634915735,887773.8544851687,883834903807.6066,26274158.212674327,7968522.313999781,23970477.379781954,27010159.932784863,2673101.3014553757,2045652.4243306818,8773049.173473127,8104362.432740822,2518675.7808819236,2611710.1216463,2556365.1456690333
269,7867635.825704805,2039885.2231030248,837774.2090519049,925166861744.9325,25795218.287021827,7249099.596877671,27268866.338325642,25354732.199322157,2704180.3330414714,2056796.8028951888,8365893.52802473,8865379.60561493,2623853.2343427087,2619392.5944807646,2429354.0231191847
270,8338372.273992583,2039824.8047335637,853406.2606049847,849095715217.8785,27324167.850694716,8007498.368443094,25914688.402658712,26538997.765113764,2832367.3179656644,2013760.0579945003,8653968.590754895,8785603.19095494,2549588.832888324,2640204.742012718,2736509.4305050857
271,8316647.468177161,2088342.388729263,924070.6172881509,875148044877.6656,24087232.201253355,8301060.046253389,27838591.980336808,25215254.465884373,2628240.103026774,1988882.8520873673,8329444.318431315,9029713.136532173,2548697.479931933,2576737.9000585554,2473996.664182783
272,8785545.0324309,2020362.0578783394,847510.3277264237,806873645190.6426,25243388.89803395,7785280.456763759,27196555.863929346,28435482.41936653,2595646.8171547465,2038617.1331958948,8548816.410691252,8014824.692650124,2600698.7347541293,2835834.6129724015,2406241.1292535225
273,8279965.40908573,1941322.940889643,884309.0882805333,867558234748.5167,27519126.717145666,7664300.17477887,26436446.670220688,26507600.20468401,2650900.647217942,2000500.8884783268,8172792.065358568,8792509.116142163,2791075.621537971,2583395.9526602095,2706750.2475645673
274,8831316.928304985,1923587.1898706276,830164.4499850102,838572581459.6041,27248775.17982988,7806658.01184044,26021178.331280306,26091318.49921938,2628836.019583177,2176892.283964647,8477005.579063194,8748184.645114046,2446526.116977873,2665311.6013933877,2607661.259654134
275,8560551.33839036,1999519.4376754218,794523.1128301485,883683739914.8728,27060674.151939746,7703277.730121573,25002733.249742795,25612857.225319467,2626215.415730555,2068088.8684511932,8603495.250512198,8493188.010416536,2697758.2570179882,2428759.407536706,2745872.1350987135
276,8409888.950483635,1874772.2108340086,853615.1024634497,885295747843.5587,24330270.97785853,7606526.212448751,26300041.853806444,25997931.902776368,2651572.987073415,2019119.8518667894,8154701.528157363,8445653.434330031,2558289.109916795,2559636.081566904,2468875.190687923
277,8792395.012759574,1873722.7396085754,868377.7026507752,899186720926.7311,25563746.23231098,7457560.892503814,26117052.422696933,26547280.06892188,2739736.247373205,1965928.7736525917,8219302.638352503,9258476.932203446,2582994.612599081,2627778.4580953782,2504789.8006725595
