0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00
1.121434774885039865e+01,3.694719901143630469e+00,3.702585922208926572e+00,1.764251595470998524e+01,1.955162570193174076e+01,1.010176534438131846e+01,1.486231064271730418e+01,6.600405320995757386e+00,2.125572559338223400e+01,1.491843748606944686e+01
1.120117897293869191e+01,3.687558061822437949e+00,3.698999735873392147e+00,1.761040445939355337e+01,1.952994082056599012e+01,1.008820755452813600e+01,1.484053564877253528e+01,6.591122805065554147e+00,2.121580504615049279e+01,1.490081249501865202e+01
1.118802566084734273e+01,3.680410104999468413e+00,3.695417022983904065e+00,1.757835141085048036e+01,1.950827999009437264e+01,1.007466796086734462e+01,1.481879255769756121e+01,6.581853343652127819e+00,2.117595947401589740e+01,1.488320832654460801e+01
1.117488779441750779e+01,3.673276003764909259e+00,3.691837780176212558e+00,1.754635670270062420e+01,1.948664318384182437e+01,1.006114653897745725e+01,1.479708132275101029e+01,6.572596918396187426e+00,2.113618873616712435e+01,1.486562495604703393e+01
1.116176535551166715e+01,3.666155731261108830e+00,3.688262004089325696e+00,1.751442022875747284e+01,1.946503037516287193e+01,1.004764326446975886e+01,1.477540189725999120e+01,6.563353510964261339e+00,2.109649269205730349e+01,1.484806235895471538e+01
1.114865832601359941e+01,3.659049260682477378e+00,3.684689691365507613e+00,1.748254188302778545e+01,1.944344153744159698e+01,1.003415811298827087e+01,1.475375423461999524e+01,6.554123103048662635e+00,2.105687120140353130e+01,1.483052051072546362e+01
1.113556668782835679e+01,3.651956565275384481e+00,3.681120838650274507e+00,1.745072155971124062e+01,1.942187664409159353e+01,1.002069106020970146e+01,1.473213828829479333e+01,6.544905676367450909e+00,2.101732412418636642e+01,1.481299938684608719e+01
1.112249042288223855e+01,3.644877618338059122e+00,3.677555442592391088e+00,1.741895915320008825e+01,1.940033566855595026e+01,1.000724208184340469e+01,1.471055401181633648e+01,6.535701212664395854e+00,2.097785132064934643e+01,1.479549896283235455e+01
1.110942951312276961e+01,3.637812393220488438e+00,3.673993499843867916e+00,1.738725455807879072e+01,1.937881858430720783e+01,9.993811153631334321e+00,1.468900135878465818e+01,6.526509693708942628e+00,2.093845265129847988e+01,1.477801921422896037e+01
1.109638394051867394e+01,3.630760863324318688e+00,3.670435007059959176e+00,1.735560766912368891e+01,1.935732536484732691e+01,9.980398251348002958e+00,1.466748028286777306e+01,6.517331101296175433e+00,2.089912797690176305e+01,1.476056011660948997e+01
