0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.542684938704681204e-05,6.513195319846911378e-05,5.386603533712247202e-05,2.056212250136838350e-04,5.417899217930020086e-05,9.313736741075896155e-05,2.752609464066416850e-05,2.129709341573697199e-04,5.240820364197064038e-05,2.818035546884255070e-05
7.594436740675035826e-05,1.940307315959524225e-04,1.606462253228413785e-04,6.099037903668265296e-04,1.615216908091689565e-04,2.777116055583876524e-04,8.214344241295173509e-05,6.347976542527111309e-04,1.559377260940040491e-04,8.401265656411649148e-05
1.512196955006518250e-04,3.853526789747146065e-04,3.194015901815803376e-04,1.206059831107897558e-03,3.210272914851936086e-04,5.520456031869297973e-04,1.634224436581376070e-04,1.261422127265351793e-03,3.093250211818961322e-04,1.669763420936150409e-04
2.509232673286095083e-04,6.377753013373776156e-04,5.292058893942283354e-04,1.987469736953847727e-03,5.317092810527649380e-04,9.144853399382700618e-04,2.709386819331341748e-04,2.088842740632001517e-03,5.113294998300662621e-04,2.765585892220060295e-04
3.747287790527005589e-04,9.499969616723405452e-04,7.891454620116630791e-04,2.947678464680449084e-03,7.925952499521841639e-04,1.363399595421460565e-03,4.042728660164482315e-04,3.113113615385171024e-03,7.607331544709488181e-04,4.122542047046600430e-04
5.223131598803875189e-04,1.320736578986203905e-03,1.098319068914528325e-03,4.080391926421118691e-03,1.102726706952960852e-03,1.897179661828291529e-03,5.630107725478267818e-04,4.330343927085736691e-03,1.056340189331398879e-03,5.735655176275775754e-04
6.933565428647179207e-04,1.748733331544243593e-03,1.455837736995793576e-03,5.379473452367925304e-03,1.461158896247250621e-03,2.514239060052446233e-03,7.467431892947195638e-04,5.736697234464955067e-03,1.396976656506049254e-03,7.600022736326428763e-04
8.875422359593441394e-04,2.232746364260788062e-03,1.860824605242909248e-03,6.838940326397682269e-03,1.866960616872757710e-03,3.213013259270092181e-03,9.550658590387631425e-04,7.328390815692101268e-03,1.781490097728910624e-03,9.710815306077234983e-04
