0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00
1.567376862366572088e-02,2.063020402054490526e-02,6.302175859499720145e-02,5.982646043133555969e-01,6.761321724437641123e-02,1.139902257791754359e+00,3.610327994717963396e-01,2.669494739818869533e-01,2.194534294856717860e-01,6.160288960964157567e-01
1.565496214037539677e-02,2.077678845380927924e-02,6.352795104299291395e-02,6.010227223501825033e-01,6.806865215707179340e-02,1.143322920439416857e+00,3.633071875678744456e-01,2.684518170026659045e-01,2.209001077728462437e-01,6.201123153110790209e-01
1.563617738822319775e-02,2.092313731010124467e-02,6.403180685892065349e-02,6.037745151958195944e-01,6.852276950920485610e-02,1.146730600817611911e+00,3.655739842582869104e-01,2.699502974141170797e-01,2.223413930002524630e-01,6.241828814024161787e-01
1.561741434364127996e-02,2.106925086387649929e-02,6.453333353092853553e-02,6.065199932320851639e-01,6.897557199214776613e-02,1.150125330697407522e+00,3.678332082911829337e-01,2.714449223234002284e-01,2.237772992921862047e-01,6.282406233656616656e-01
1.559867298308439780e-02,2.121512938930853603e-02,6.503253852612354835e-02,6.092591668255527004e-01,6.942706229244136051e-02,1.153507141782535772e+00,3.700848783721499280e-01,2.729356988260149275e-01,2.252078407401882365e-01,6.322855701375700299e-01
1.557995328302988480e-02,2.136077316028891018e-02,6.552942929062689770e-02,6.119920463275720923e-01,6.987724309180336213e-02,1.156876065709525392e+00,3.723290131643073875e-01,2.744226340058190106e-01,2.266330314031160253e-01,6.363177505965279535e-01
1.556125521997763980e-02,2.150618245042752036e-02,6.602401324962912932e-02,6.147186420742910551e-01,7.032611706713638722e-02,1.160232134047834762e+00,3.745656312884004246e-01,2.759057349350463872e-01,2.280528853072153195e-01,6.403371935626663847e-01
1.554257877045011303e-02,2.165135753305286528e-02,6.651629780744520992e-02,6.174389643866764477e-01,7.077368689053609163e-02,1.163575378299984697e+00,3.767947513228931400e-01,2.773850086743251953e-01,2.294674164461914523e-01,6.443439277979718938e-01
1.552392391099228879e-02,2.179629868121233174e-02,6.700629034756935831e-02,6.201530235705354777e-01,7.121995522929919220e-02,1.166905829901691005e+00,3.790163918040616031e-01,2.788604622726959525e-01,2.308766387812806742e-01,6.483379820063981391e-01
1.550529061817167327e-02,2.194100616767245479e-02,6.749399823272986265e-02,6.228608299165365736e-01,7.166492474593155748e-02,1.170223520221995717e+00,3.812305712260870560e-01,2.803321027676295429e-01,2.322805662413211791e-01,6.523193848339775558e-01
1.548667886857827032e-02,2.208548026491918490e-02,6.797942880494363405e-02,6.255623937002309232e-01,7.210859809815624299e-02,1.173528480563399867e+00,3.834373080411483947e-01,2.817999371850452017e-01,2.336792127228240479e-01,6.562881648689320446e-01
1.546808863882457794e-02,2.222972124515816897e-02,6.846258938557070461e-02,6.282577251820732345e-01,7.255097793892155422e-02,1.176820742161994948e+00,3.856366206595149282e-01,2.832639725393284458e-01,2.350725920900440247e-01,6.602443506417838837e-01
1.544951990554556398e-02,2.237372938031501404e-02,6.894348727536858679e-02,6.309468346074431633e-01,7.299206691640901246e-02,1.180100336187593246e+00,3.878285274496385826e-01,2.847242158333489481e-01,2.364607181750501275e-01,6.641879706254663063e-01
1.543097264539865059e-02,2.251750494203555095e-02,6.942212975454642443e-02,6.336297322066660742e-01,7.343186767404140392e-02,1.183367293743860182e+00,3.900130467382459387e-01,2.861806740584788011e-01,2.378436047777962026e-01,6.681190532354341904e-01
1.541244683506370027e-02,2.266104820168611533e-02,6.989852408281908847e-02,6.363064281950343570e-01,7.387038285049075947e-02,1.186621645868444430e+00,3.921901968104304914e-01,2.876333541946100025e-01,2.392212656661911463e-01,6.720376268297741928e-01
1.539394245124300377e-02,2.280435943035380789e-02,7.037267749946109208e-02,6.389769327728280768e-01,7.430761507968633439e-02,1.189863423533109144e+00,3.943599959097440211e-01,2.890822632101724965e-01,2.405937145761691820e-01,6.759437197093143279e-01
1.537545947066126101e-02,2.294743889884676494e-02,7.084459722336038101e-02,6.416412561253364011e-01,7.474356699082257416e-02,1.193092657643861410e+00,3.965224622382883535e-01,2.905274080621521038e-01,2.419609652117598875e-01,6.798373601177346570e-01
1.535699787006556370e-02,2.309028687769442909e-02,7.131429045307199899e-02,6.442994084228782503e-01,7.517824120836706647e-02,1.196309379041082810e+00,3.986776139568066202e-01,2.919687956961080633e-01,2.433230312451580557e-01,6.837185762416760904e-01
1.533855762622538497e-02,2.323290363714781634e-02,7.178176436687155881e-02,6.469513998208231698e-01,7.561164035206852096e-02,1.199513618499659762e+00,4.008254691847744078e-01,2.934064330461910730e-01,2.446799263167933614e-01,6.875873962108500770e-01
1.532013871593255853e-02,2.337528944717978674e-02,7.224702612280868574e-02,6.495972404596124239e-01,7.604376703696465178e-02,1.202705406729112081e+00,4.029660460004906297e-01,2.948403270351609984e-01,2.460316640354001105e-01,6.914438480981481838e-01
1.530174111600126653e-02,2.351744457748530109e-02,7.271008285876023880e-02,6.522369404647798685e-01,7.647462387339012957e-02,1.205884774373723101e+00,4.050993624411683425e-01,2.962704845744043580e-01,2.473782579780865465e-01,6.952879599197505645e-01
1.528336480326802048e-02,2.365936929748170547e-02,7.317094169248340718e-02,6.548705099469723789e-01,7.690421346698445015e-02,1.209051752012668901e+00,4.072254365030253953e-01,2.976969125639524760e-01,2.487197216904041552e-01,6.991197596352347610e-01
1.526500975459164910e-02,2.380106387630898795e-02,7.362960972166869567e-02,6.574979590019711662e-01,7.733253841869987266e-02,1.212206370160146429e+00,4.093442861413744138e-01,2.991196178924988014e-01,2.500560686864169435e-01,7.029392751476848389e-01
1.524667594685328101e-02,2.394252858283004576e-02,7.408609402399279897e-02,6.601192977107123161e-01,7.775960132480923270e-02,1.215348659265502507e+00,4.114559292707133387e-01,3.005386074374165606e-01,2.513873124487702726e-01,7.067465343037991898e-01
1.522836335695632558e-02,2.408376368563095588e-02,7.454040165717126798e-02,6.627345361393076617e-01,7.818540477691389434e-02,1.218478649713362616e+00,4.135603837648151870e-01,3.019538880647765211e-01,2.527134664287598032e-01,7.105415648939990003e-01
1.521007196182646778e-02,2.422476945302123874e-02,7.499253965901110652e-02,6.653436843390653221e-01,7.860995136195150779e-02,1.221596371823758131e+00,4.156576674568178142e-01,3.033654666293646440e-01,2.540345440464001348e-01,7.143243946525362764e-01
1.519180173841164043e-02,2.436554615303412191e-02,7.544251504746322945e-02,6.679467523465103529e-01,7.903324366220396135e-02,1.224701855852255328e+00,4.177477981393135087e-01,3.047733499746994035e-01,2.553505586904935010e-01,7.180950512576014244e-01
1.517355266368201547e-02,2.450609405342681416e-02,7.589033482067475411e-02,6.705437501834057290e-01,7.945528425530509753e-02,1.227795131990081723e+00,4.198307935644383093e-01,3.061775449330496057e-01,2.566615237186979925e-01,7.218535623314310534e-01
1.515532471462998840e-02,2.464641342168076218e-02,7.633600595704118086e-02,6.731346878567727732e-01,7.987607571424859554e-02,1.230876230364254864e+00,4.219066714439612675e-01,3.075780583254517087e-01,2.579674524575960581e-01,7.255999554404152230e-01
1.513711786827015744e-02,2.478650452500192475e-02,7.677953541525842085e-02,6.757195753589115839e-01,8.029562060739575680e-02,1.233945181037708227e+00,4.239754494493733206e-01,3.089748969617273633e-01,2.592683582027624500e-01,7.293342580952046905e-01
