,Teslin_Df,Pelly_Df,White+Donjec_Df,Stewart_Df,Porcupine_Df,Tanana_Df,Koyukuk_Df
0,0.0,0.30118563234256707,0.06087437372005632,0.167820314469124,0.0885078850617619,0.1731067973194152,0.06018601717200051
1,0.0,0.2755614584213332,0.06524880381528753,0.16926416121618285,0.08346798294344981,0.17454488022780618,0.06370101230312798
2,0.0,0.29796851299466554,0.06574916438314193,0.15818511183469838,0.08843754447695197,0.18776139515697288,0.05861020116874497
3,0.0,0.2852332438393284,0.06097653683244404,0.16875913139088827,0.08654483109582889,0.1744331645111433,0.0621262310213784
4,0.0,0.28319919371073726,0.06519335821599394,0.1703806218878769,0.09336489764777585,0.1835646099517667,0.06419666715253175
5,0.0,0.30888603567431333,0.06978081172767844,0.17175941882512707,0.09128671973837141,0.1887687859289316,0.05827306875570994
6,0.0,0.2998829373154027,0.06616424909205149,0.173255396393742,0.0861760395500302,0.1867277045276957,0.06030059764025975
7,0.0,0.31260741054588054,0.06285852913337456,0.16294178332128637,0.08635063483645886,0.18501121934118375,0.05920070938836993
8,0.0,0.2820799244850524,0.06528880207414003,0.17860097092630195,0.08904376277085108,0.1646563858505717,0.058114533228021494
9,0.0,0.3048633386571331,0.06467278760356733,0.17116159750967527,0.08486727290361767,0.18259372176509384,0.06021422743510646
10,0.0,0.29467552081158643,0.06274542172958437,0.1638248700636823,0.0890786676347178,0.18623946473283784,0.05981555730266478
11,0.0,0.27612283221507056,0.06405477078532416,0.1578484069471749,0.09627523915809313,0.18131309535683196,0.06058188255674108
12,0.0,0.2891747120106672,0.06508285943748247,0.15982103282606705,0.09032510171488291,0.18331522408415138,0.05918814934249513
13,0.0,0.2715084968015857,0.06567563686547692,0.16578782573487288,0.09044908847562257,0.19021131066957808,0.06102500651111409
14,0.0,0.2846903179188704,0.06027246018688199,0.1652774888705273,0.08509935304361761,0.18598640150299497,0.05932458340258923
15,0.0,0.29308597162603134,0.06621136276225156,0.160553021290542,0.08757227526218424,0.18715922610740357,0.06016483080523412
16,0.0,0.29563014170520807,0.06527929783896821,0.16482851863310558,0.08966931223398414,0.18064379349128018,0.05424159491768327
17,0.0,0.288795086464628,0.06187798840527215,0.1633861471073812,0.08585809186934996,0.17804666595135688,0.062121787449376555
18,0.0,0.2743240242352958,0.06425168672792304,0.17483148113912045,0.08993882770234121,0.17748405524426436,0.05736752632987665
19,0.0,0.30539672848334043,0.06163025968080957,0.1670756815492289,0.08587737038361094,0.18623629704295946,0.0560976838212735
20,0.0,0.27861392156572745,0.0639577423003321,0.1812456559048918,0.08601908420801689,0.17882373142361005,0.060285558124542324
21,0.0,0.29347586959606337,0.061621382050014,0.1643837012658535,0.09446232069946793,0.18402207151969502,0.06272887977819377
22,0.0,0.29737395765017277,0.06865987510914262,0.16785123012564584,0.09089007794779672,0.18048355403690153,0.0638350980772732
23,0.0,0.2719536171622365,0.06309628063005761,0.17609394643060594,0.09355623188315301,0.181879325600113,0.06092863582823023
24,0.0,0.2830787964426439,0.06615711466095628,0.1620694960319271,0.09358131279299205,0.1933734660899867,0.06206504471529999
25,0.0,0.2653206475642192,0.06539928036405622,0.16239668486105974,0.08878800291104885,0.18550644352720685,0.05748770313900532
26,0.0,0.313813820517689,0.06662477975287286,0.16326526977719472,0.09113648533534892,0.17408643575984756,0.05900647802480943
27,0.0,0.2926991157998355,0.0677838691008542,0.16397817784550628,0.09136390382481613,0.17338433963514963,0.05584113775823835
28,0.0,0.27960678813766726,0.061936789590715795,0.1602248855119732,0.08974028666590046,0.17160609485930906,0.05760059598105436
29,0.0,0.30395157383991944,0.06417628757673702,0.16762531845934917,0.08959697925356136,0.16386014301843765,0.05696728529390371
30,0.0,0.276013626379716,0.06514048936937697,0.16538922197112135,0.09123378629740661,0.17701914719947184,0.05865747537116231
31,0.0,0.29094780849664403,0.06458442448640275,0.17029011758541837,0.0905859727398491,0.1650113359202247,0.059884403213359
32,0.0,0.3067565801921312,0.0686455288173188,0.1615796968230992,0.09181614964221681,0.17610556215065415,0.06294680050320489
33,0.0,0.28506848849718514,0.06522988333622098,0.16027378795422287,0.08946657744598958,0.17622756461902023,0.059796135110792466
34,0.0,0.2851553148417656,0.07026535256838004,0.17836386448094982,0.08538244802448036,0.1832723235493887,0.06323996931833953
35,0.0,0.2815473206079548,0.06367235752638646,0.1714204748801141,0.09055788271623869,0.17073647960944693,0.061097500378660616
36,0.0,0.2791079797778948,0.06728065484669724,0.1640348387989254,0.09392509767373777,0.18170853014880975,0.05699935173090347
37,0.0,0.29669723742902493,0.061640693234813394,0.1724704922384741,0.08830351314919717,0.1882296517524959,0.05720409683127527
38,0.0,0.2815639959799202,0.06463772197759558,0.17735037677361723,0.08384041859766142,0.18607862867427993,0.06265834596148723
39,0.0,0.2863709903383781,0.06666102608376943,0.16999076387130313,0.08226518302414684,0.1682753318944997,0.06314323308497409
40,0.0,0.304397826190107,0.06863123867719816,0.17296564342688198,0.09270797724568558,0.17656608036321894,0.05886731846447133
41,0.0,0.29555492914418746,0.06158502154351125,0.17195560403623866,0.08909146547074652,0.1756646640281479,0.060125903023165575
42,0.0,0.31128253541880513,0.0606962203600564,0.16510417723940646,0.09625017784907766,0.17106610090572671,0.05983147695914771
43,0.0,0.27594694375545537,0.06460090403786907,0.1675383059866534,0.08994125614006374,0.19728145877456,0.05664384437675059
44,0.0,0.2778453887580429,0.06334187337024592,0.17963211501942455,0.0902349083197953,0.18982719963887967,0.06306930920606547
45,0.0,0.2911368234315535,0.06189675294240825,0.17063147728051106,0.09290838972124346,0.16897826237036276,0.05946520254291809
46,0.0,0.26569885063999227,0.06681148737818934,0.16226468019824986,0.0927275922995025,0.1726357434727822,0.060457502018404205
47,0.0,0.28527635105679944,0.059900264946225065,0.1721190724264389,0.0829814808167788,0.17699952316906392,0.06371178343062686
48,0.0,0.28907352207036496,0.0647334405140532,0.17193360685998046,0.08360272593239937,0.18335433890466352,0.06337992324475053
49,0.0,0.28800227043903587,0.059018049349355575,0.15682821060318972,0.0927465668818035,0.16783542210595925,0.061372501972883964
