,Teslin_Df,Pelly_Df,White+Donjec_Df,Stewart_Df,Porcupine_Df,Tanana_Df,Koyukuk_Df
0,0.0,0.2991049323353543,0.060493675615380875,0.16707270826749243,0.08906992294824136,0.17919500237000793,0.05533255422385337
1,0.0,0.27496274555957323,0.0658051476920949,0.16732322928698679,0.09010405296820542,0.186849133652096,0.062452479664223154
2,0.0,0.29896970631016095,0.0674384425328246,0.1710329490516863,0.0934049378806855,0.18334060182692732,0.059853635076557374
3,0.0,0.26629544261414356,0.06186780079124897,0.17010855295063446,0.0848663590638256,0.18327532908915956,0.057565335501018465
4,0.0,0.2966840942140834,0.06814391275431299,0.18132164021613206,0.09338622285581674,0.1889372340156601,0.056257309757846534
5,0.0,0.29420280766172835,0.062229936392588524,0.1689926128913135,0.08707188024110123,0.17590762715288635,0.05549801582545143
6,0.0,0.31150184312029394,0.06510580673807125,0.18305389061245775,0.08877560506580003,0.17824301055865413,0.05691484503185273
7,0.0,0.30893242684403127,0.06540536097186289,0.17072143239284787,0.08860495701753436,0.18807318930759628,0.06125115107803253
8,0.0,0.28250433546694853,0.06309337869710549,0.1613246014010495,0.09286235884725128,0.18718642116035544,0.05859306689081214
9,0.0,0.2774782204995639,0.06400236523777547,0.18063437463634682,0.09221156446791402,0.1747532416088982,0.05682351017576731
10,0.0,0.28528829259508653,0.0643355728914658,0.1656261464335561,0.08522800749736428,0.16722381531486175,0.06197721289743476
11,0.0,0.2931819706811304,0.0616663980160702,0.17532128885549314,0.097957291294625,0.17837645995307924,0.06030478281077242
12,0.0,0.2780332160444954,0.06480055526234745,0.171581872823514,0.09150597396277199,0.17358875043473246,0.06159519408179681
13,0.0,0.27387682263965735,0.0635174547725199,0.17068034059464196,0.09266393887400882,0.18089228180892636,0.05997354840375872
14,0.0,0.2801062658547279,0.059142401937534776,0.17817963137691567,0.09411201480762843,0.18000324187906147,0.06076300079570199
15,0.0,0.30465113979882047,0.06009530460651705,0.16994025603503704,0.0914790510435616,0.18450772467384707,0.06035092399258933
16,0.0,0.2890329012141753,0.06834344074284057,0.17632003465278243,0.08669205576387135,0.1764952077261578,0.057051840052607446
17,0.0,0.2988650128061917,0.059757467466440284,0.18143923367163484,0.08528329822225697,0.19137432045000702,0.05559596193444305
18,0.0,0.2899114292012225,0.06671755882068871,0.1799202275119831,0.08673494004739336,0.18428981980328127,0.05791117702917949
19,0.0,0.2842687996718594,0.06472103690974867,0.17452096324784513,0.08719804482306788,0.18406371189447276,0.062093449173052866
20,0.0,0.2727472488240177,0.06725572885876989,0.168114134503324,0.0927105468061202,0.1940137206641404,0.0633692744738378
21,0.0,0.28830132047595053,0.06168911021625661,0.17394479576749317,0.08801972170234508,0.1796683217090777,0.06376266164708583
22,0.0,0.30637438303790504,0.06330854711227907,0.16815681369380078,0.09149319923511025,0.17577781270817866,0.0612182607158092
23,0.0,0.2777538800317138,0.06113700800326133,0.17048494883886034,0.09813518473382042,0.1932873685221473,0.06307271926200876
24,0.0,0.28530644648658415,0.06758526882215658,0.16933952520088352,0.09408147458345283,0.1791480348613592,0.06412198051616497
25,0.0,0.292477828979809,0.0659414544578724,0.1741843049313119,0.09715466249062804,0.17830341288577964,0.05831301113847701
26,0.0,0.3018236331927581,0.0655837340320452,0.1628876961389757,0.08569987349008844,0.1936493750030616,0.0582035616227506
27,0.0,0.29893482825245593,0.06260737747106682,0.1752478949241279,0.09133122645401688,0.17510441860674597,0.060788086242269154
28,0.0,0.29087666541238383,0.060341827969165436,0.17823460651538148,0.0948507898576916,0.17777847751707285,0.059099615263358454
29,0.0,0.2976705791561572,0.06431022985018879,0.16433539518767337,0.09275345252509273,0.17378337626854654,0.06105483358076577
30,0.0,0.31263325110186047,0.06735912391061415,0.17177799550751208,0.08751150020136547,0.1654976776873824,0.06518481052855914
31,0.0,0.26927395169657414,0.06440894964736117,0.17777727984108344,0.09652496351073482,0.18120201348815715,0.061176976669744774
32,0.0,0.2987525262216965,0.06538129534705654,0.16232053223384607,0.08929028597074774,0.18070741847763813,0.059891229063034554
33,0.0,0.30955806239822437,0.06029136214663694,0.1727194362125837,0.08437234018512214,0.18082513702683828,0.0606327911620942
34,0.0,0.2806730898675029,0.06375506457310917,0.17658395510053426,0.08788498051023616,0.1850850105428915,0.057232458772877595
35,0.0,0.29840952610965954,0.06729889998211912,0.1714028062069739,0.0838006227158066,0.18448508138287384,0.056490479618610194
36,0.0,0.2996270320483958,0.0659723951230406,0.17051470148796594,0.08866764964500332,0.1795539904055239,0.0614597748054731
37,0.0,0.28552847296150635,0.06464703217572478,0.17764355990577788,0.09394103825352497,0.16680500534518158,0.06070264902032215
38,0.0,0.29231123446249146,0.06845669958925976,0.16243431634041494,0.09770773651202071,0.1794618750376207,0.06248458573376242
39,0.0,0.27835867173343626,0.06965532021024551,0.16322057983778449,0.09461756372306443,0.17683190814148644,0.05761102978555639
40,0.0,0.27328710718067767,0.06170872307222259,0.16755605511120736,0.08536455407805917,0.18203766595505028,0.06197003903912614
