Teslin_V1_ms_1,Pelly_V1_ms_1,White_Donjec_V1_ms_1,Stewart_V1_ms_1,Porcupine_V1_ms_1,Tanana_V1_ms_1,Koyukuk_V1_ms_1,Yukon_V8_ms_1,Yukon_Flowtime_days,Pelly_Df,White+Donjec_Df,Stewart_Df,Porcupine_Df,Tanana_Df,Koyukuk_Df,Protein_turnovertime_seconds,Polypeptide_turnovertime_seconds,Amino_acid_turnovertime_seconds,Heteroploycondensate(HPC)_turnovertime_seconds,Polysaccharides_turnovertime_seconds,Oligosaccharides_turnovertime_seconds,Humic_acid_turnovertime_seconds,Monosaccharides_turnovertime_seconds,Inorganic_carbon_turnovertime_seconds,Lipids_turnovertime_seconds,Pigments_turnovertime_seconds,Porphyrin_turnovertime_seconds,V-Phenol_turnovertime_seconds,S-Phenol_turnovertime_seconds,C-Phenol_turnovertime_seconds,Protein_fraction,Heteroploycondensate(HPC)_fraction,Polysaccharides_fraction,Lipids_fraction,Pigments_fraction,V-Phenol_fraction,S-Phenol_fraction,C-Phenol_fraction,Teslin_DOC_micromolar,Pelly_DOC_micromolar,White_Donjec_DOC_micromolar,Stewart_DOC_micromolar,Porcupine_DOC_micromolar,Tanana_DOC_micromolar,Koyukuk_DOC_micromolar
0.5720378467867133,0.7217023895347583,0.5018395529356842,0.5578852478197756,0.7134434202038892,0.9372220590520756,0.7084075087396152,0.9319894655095731,43.05555555555555,0.2991049323353543,0.060493675615380875,0.16707270826749243,0.08906992294824136,0.17919500237000793,0.05533255422385337,8874927.296647118,1917119.9028336555,897584.8400957789,866274493333.7592,27378245.20199685,7740663.642242502,27996203.238638774,26558749.408399224,2580178.4247746035,2053618.7230716257,8677628.406557117,8535730.794230305,2500502.820330523,2565727.129396364,2572786.5541022276,0.042400182876354026,0.8591665475599374,0.042400182876354026,0.042400182876354026,0.008445564881875395,0.0008445564881875395,0.001689112976375079,0.002533669464562619,403.33694236560564,695.4859219037377,690.321569246924,674.6539632363771,527.0494896790253,335.3793580280416,196.08217618602268
0.5364289143232901,0.7041370390626752,0.543528993430092,0.5576883961995505,0.7534215480200795,0.8802971115466491,0.736051514733057,0.8834392107262217,44.791666666666664,0.27496274555957323,0.0658051476920949,0.16732322928698679,0.09010405296820542,0.186849133652096,0.062452479664223154,8829188.335080525,1952052.157970421,887742.5536488913,903607727263.0127,25990666.490069017,8002027.066217931,26766971.343353093,25257339.50981211,2676737.3188776188,1873833.313715226,8161899.839706386,8517951.994632663,2678395.662383696,2736382.580897407,2666264.617810523,0.04665732467585149,0.845038374531036,0.04665732467585149,0.04665732467585149,0.009293532150880988,0.0009293532150880988,0.0018587064301761975,0.0027880596452642967,392.5176998846191,704.4777081475677,615.5045726434046,687.1139877864983,540.1066364573321,306.9169960205995,190.3422373402485
0.5653235177669671,0.7998721034540917,0.4888879152752,0.5680930898580111,0.6746458395061511,0.8751663089097558,0.6970597751967181,0.9308833157693612,43.1712962962963,0.29896970631016095,0.0674384425328246,0.1710329490516863,0.0934049378806855,0.18334060182692732,0.059853635076557374,9215979.092634942,1911977.4719253778,839360.5612636935,905861531153.6919,26414099.47337333,7605555.360975409,26066827.719111297,26726689.36505031,2469269.9823745,1992804.609146326,8137829.29499202,8631235.221211465,2536192.087150555,2481139.2864191933,2634186.966128695,0.053399936306247044,0.8226616747950404,0.053399936306247044,0.053399936306247044,0.010636572678886607,0.0010636572678886607,0.0021273145357773213,0.003190971803665982,420.74881515030864,643.0853510601361,685.653371386399,660.2621471912674,468.71221921583196,313.9504136236331,210.16907347953182
0.5805481796983402,0.7613658872292326,0.5298327458931044,0.5280136392563433,0.7219303990650177,0.9547349693075731,0.7200915528487924,0.9344427190504995,43.05555555555555,0.26629544261414356,0.06186780079124897,0.17010855295063446,0.0848663590638256,0.18327532908915956,0.057565335501018465,8789142.046462072,1970748.348550788,882368.3698295222,865484125300.5476,26640026.592953082,8102181.947187241,23710478.48280867,24662794.088172045,2608497.989469979,1851178.7416231208,9302234.395958629,8732876.310208809,2585077.337859637,2468662.966329761,2560658.1235468476,0.03542121244449012,0.8823276510582044,0.03542121244449012,0.03542121244449012,0.007055444755203316,0.0007055444755203316,0.0014110889510406631,0.002116633426560995,374.0526258233016,693.4335247553786,648.3205119432414,646.717688438061,505.6346393240056,334.93349085249065,191.59957427683162
0.5574755339123967,0.7171562166045785,0.5286324811059594,0.5176941751540047,0.7138498308002608,0.961351881781352,0.6708108786878668,0.8564312202448316,45.94907407407407,0.2966840942140834,0.06814391275431299,0.18132164021613206,0.09338622285581674,0.1889372340156601,0.056257309757846534,8457223.893304864,1882171.3204038306,834339.5887960573,904803312302.9592,28134009.577636473,7768219.809525755,23727763.744143173,26135379.793098617,2820837.542607501,1890099.6871937388,8747646.281718526,8682062.720061012,2783581.132211766,2724496.4376627244,2551988.034680283,0.0422697260765566,0.8595994944353627,0.0422697260765566,0.0422697260765566,0.00841957958435477,0.000841957958435477,0.001683915916870954,0.002525873875306431,400.6438262151912,697.6190825390898,630.8321667031416,663.3323608622868,532.5919758133205,303.9772775333316,214.2153550485915
0.5478215127527243,0.6766014464297541,0.5585722903683963,0.5020625126613153,0.6664065869670802,0.877024541486749,0.7443352903842829,0.8772741014226183,45.138888888888886,0.29420280766172835,0.062229936392588524,0.1689926128913135,0.08707188024110123,0.17590762715288635,0.05549801582545143,8466005.905800138,1955726.0594653152,884833.8045730324,870399445709.3594,25591174.542962328,8064470.771280586,25187408.327841267,26961404.313525837,2704554.162165804,1898520.5587396182,8760854.764046272,8976088.51548785,2605870.7408982688,2726316.4789428874,2446307.939281454,0.04133430311479458,0.8627038818580558,0.04133430311479458,0.04133430311479458,0.008233255498475343,0.0008233255498475343,0.0016466510996950687,0.0024699766495426033,396.24266985530676,652.0103326507656,657.2031100731713,676.6734051341389,524.9140731029736,302.617184950528,198.51044183427229
0.5651338508055224,0.6932932988643529,0.5051570062836402,0.5032547284046159,0.6837885366695771,0.9360792353145758,0.7417338609193466,0.8761001837046039,45.138888888888886,0.31150184312029394,0.06510580673807125,0.18305389061245775,0.08877560506580003,0.17824301055865413,0.05691484503185273,8324985.264725094,1996624.6871751328,931407.663822111,844863314982.095,26211074.862592183,7625016.179697881,25282076.66252517,26064843.55027975,2420744.270252656,1998572.237576872,8242069.434354471,8348775.546753259,2727025.0690113846,2558719.4364476153,2642766.2335615205,0.057573727716041995,0.8088101166366802,0.057573727716041995,0.057573727716041995,0.011467937634496168,0.0011467937634496168,0.0022935875268992336,0.003440381290348851,392.9175339569926,709.4460001706348,685.6099187417909,679.3435642728704,480.8100759148839,293.48068423357853,198.55536110408187
0.593332007305283,0.6969489192757551,0.5233657024564341,0.5318044574768012,0.7073894099249551,0.910251180615584,0.7062394048704587,0.8796986282980837,45.023148148148145,0.30893242684403127,0.06540536097186289,0.17072143239284787,0.08860495701753436,0.18807318930759628,0.06125115107803253,8778632.34297306,1821522.5931536714,816929.0352608166,856594167231.0138,26652308.82360067,8212574.1948704505,28016239.561432615,27272312.882970043,2509731.7326921867,2056688.230850067,7906608.898105818,8924829.225316776,2589729.4430642114,2575513.1180199343,2598958.9307993287,0.04551198755656046,0.8488394038976588,0.04551198755656046,0.04551198755656046,0.00906539589541245,0.000906539589541245,0.00181307917908249,0.0027196187686237354,407.19411993211617,674.5823657501409,619.3668557378094,700.1939097842504,502.927472736497,309.2674984513948,185.70903353811778
0.5643168935769082,0.7024319409633696,0.4925161122125702,0.5330245268720842,0.7717951067759548,0.9205406484962287,0.7502635141490304,0.8271022969529044,47.10648148148148,0.28250433546694853,0.06309337869710549,0.1613246014010495,0.09286235884725128,0.18718642116035544,0.05859306689081214,9245525.357929714,2040342.6721834976,863937.8073829599,901742196224.7881,26518710.120359685,7935818.840813006,25103260.200925432,26094374.748530485,2688263.8646688377,2103153.976743294,8835554.849080095,9184146.911470905,2512105.7501339656,2736133.254233184,2649249.5002272283,0.04268312517178464,0.8582275471941262,0.04268312517178464,0.04268312517178464,0.008501923306574989,0.0008501923306574988,0.0017003846613149977,0.002550576991972497,392.4348045374459,708.8786512541509,640.7867033453081,670.1546470477177,508.3062252483047,313.4843296671173,206.6478972790642
0.5497173298964316,0.7248329690237345,0.5347158204121328,0.5652161507079524,0.7219065479813205,0.8991341184767321,0.668113751123184,0.8855516047422844,44.675925925925924,0.2774782204995639,0.06400236523777547,0.18063437463634682,0.09221156446791402,0.1747532416088982,0.05682351017576731,8389636.862537434,1861551.8833130307,830859.5266064996,931327213222.4651,25169155.08441799,7864355.7454200955,25269075.629480336,25492167.594045743,2610727.196124402,1970459.0468091888,8903754.584922679,8974172.700449346,2452613.13983791,2791078.0544211627,2475124.219938362,0.05011831890205952,0.8335523758063359,0.05011831890205952,0.05011831890205952,0.009982917179678521,0.0009982917179678522,0.0019965834359357043,0.0029948751539035567,368.843986801896,672.1891629247004,629.2268672865199,719.3733372001752,497.3876389904094,316.6095561251177,194.33812054679046
