Protein_micromolar,Polypeptide_micromolar,Amino acid_micromolar,Heteropolycondensate_micromolar,Polysaccharide_micromolar,Oligosaccharide_micromolar,Humic acid_micromolar,Monosaccharide_micromolar,Inorganic carbon_micromolar,Lipid_micromolar,Pigment_micromolar,Porpherin_micromolar,CDOM_micromolar,VPhenol_micromolar,SPhenol_micromolar,CPhenol_micromolar,Phenol_micromolar,DOC_micromolar,,,Sam #500,Protein_micromolar,Polypeptide_micromolar,Amino acid_micromolar,Heteropolycondensate_micromolar,Polysaccharide_micromolar,Oligosaccharide_micromolar,Humic acid_micromolar,Monosaccharide_micromolar,Inorganic carbon_micromolar,Lipid_micromolar,Pigment_micromolar,Porpherin_micromolar,CDOM_micromolar,VPhenol_micromolar,SPhenol_micromolar,CPhenol_micromolar,Phenol_micromolar,DOC_micromolar
17.60138207,4.536561744,1.0942781,363.2809002,25.89703365,3.75438615,0.001757261,0.83755497,11.94965153,3.653685052,3.782402857,1.82137129,43.93091352,0.116187385,0.234494487,0.373291311,0.723973183,426.9852865,,,,,,,,,,,,,,,,,,,,,
11.00714825,2.674695138,0.592590379,406.1654956,15.77883627,2.170207996,0.001857589,0.51749557,7.438569836,2.025443201,2.203401677,1.132788545,45.20206555,0.073293746,0.150677996,0.226364439,0.450336181,444.7202964,,,,,,,,,,,,,,,,,,,,,
15.44704518,3.852982688,0.752961243,386.8270723,21.98790704,3.073463356,0.001886532,0.714603547,10.8876346,3.099513862,3.150283328,1.543228486,45.12285787,0.10139983,0.212448354,0.29807397,0.611922154,441.0628697,,,,,,,,,,,,,,,,,,,,,
9.928350192,2.452596428,0.467281915,422.141034,13.95273773,2.030579935,0.002082804,0.486881204,6.571809582,1.666737281,1.975351744,1.02144166,46.32296127,0.064149432,0.127271557,0.169880357,0.361301345,456.4863763,,,,,,,,,,,,,,,,,,,,,
9.345029726,2.408356222,0.503064254,418.4441001,13.47959239,1.854785087,0.001995866,0.439164355,6.546651356,1.55492352,1.851794129,1.001405855,45.7457989,0.055817217,0.118266039,0.170419573,0.344502829,451.2287143,,,,,,,,,,,,,,,,,,,,,
11.09065976,2.690509244,0.549819193,414.4023066,15.53196315,2.023093674,0.002083869,0.500854156,7.223889919,1.896781736,2.164617445,1.128080329,45.97121746,0.059379779,0.126458322,0.205746903,0.391585004,452.3723541,,,,,,,,,,,,,,,,,,,,,
18.74393129,4.214744612,0.830171698,378.0939563,25.78418903,3.71964543,0.001728325,0.941956923,12.19186838,2.918400585,3.613086451,1.900690562,45.42219747,0.101990067,0.21713311,0.361578944,0.68070212,441.4432033,,,,,,,,,,,,,,,,,,,,,
13.99492373,3.269172074,0.67477971,389.0361457,19.29990944,2.72467027,0.001641317,0.658400192,9.99973911,2.705451648,2.864745621,1.288605194,44.63356353,0.0812982,0.160180328,0.295205648,0.536684176,437.055129,,,,,,,,,,,,,,,,,,,,,
13.13913311,3.019043772,0.685037452,403.6902919,18.19954656,2.831751513,0.001936046,0.670750401,8.493698983,2.271542525,2.512534871,1.411754311,45.75486984,0.070225513,0.161771602,0.215391258,0.447388372,448.8807108,,,,,,,,,,,,,,,,,,,,,
16.00363537,3.77707966,0.74522178,375.488215,22.38764777,3.363176746,0.001800421,0.759633408,10.9608909,2.811710469,3.087975052,1.705916019,44.12034743,0.083132729,0.187680918,0.266372181,0.537185828,430.6691975,,,,,,,,,,,,,,,,,,,,,
14.57449387,3.504510518,0.696545512,403.1227455,20.16540028,2.865466984,0.001855105,0.708402768,10.15031947,2.621056667,2.716210389,1.579483626,46.23856054,0.093454462,0.167848597,0.263371439,0.524674498,453.0808457,,,,,,,,,,,,,,,,,,,,,
13.00264488,3.010113978,0.708998263,399.2983426,18.56090601,2.694975503,0.001888165,0.69199901,9.081251368,2.349839873,2.58395171,1.410710146,45.3784799,0.076622465,0.145225753,0.24396783,0.465816048,444.7801862,,,,,,,,,,,,,,,,,,,,,
14.85473683,3.746981933,0.748560365,381.4295179,21.10121533,2.899006703,0.001751375,0.697896042,10.4570452,2.94825713,3.002249754,1.536214128,44.36183439,0.092606859,0.198885992,0.299249662,0.590742513,433.55713,,,,,,,,,,,,,,,,,,,,,
17.96530182,4.468163094,0.875470426,375.1192614,25.02509651,3.634804223,0.001727023,0.838578112,12.48306184,3.394472976,3.51018383,1.842495466,44.8576842,0.09564414,0.200256087,0.299701544,0.595601771,437.2711566,,,,,,,,,,,,,,,,,,,,,
10.59226827,2.714439644,0.608201194,407.0580336,15.66426052,2.202133294,0.001983749,0.528589658,7.986371026,2.212093437,2.267840838,1.073716184,45.23784188,0.067317724,0.148167859,0.182255841,0.397741424,445.3213018,,,,,,,,,,,,,,,,,,,,,
15.17282625,3.323714552,0.727389619,385.1972719,20.7651754,2.942740522,0.001822287,0.674959684,10.42551638,3.018747328,2.922615464,1.508815112,44.65859426,0.097213799,0.201499608,0.277510437,0.576223843,436.832302,,,,,,,,,,,,,,,,,,,,,
12.18137428,2.839228578,0.597519338,400.7442134,16.98538798,2.209320302,0.00199908,0.524777596,8.553728325,2.540332833,2.427037121,1.201208162,45.08123385,0.07425932,0.160050764,0.251840836,0.48615092,442.7385496,,,,,,,,,,,,,,,,,,,,,
13.03369928,3.264422601,0.661977042,386.6940218,18.55120457,2.497351775,0.001815964,0.606010071,9.247245768,2.793994171,2.651184813,1.311349131,44.09972057,0.077280843,0.175821708,0.245123256,0.498225807,432.5652571,,,,,,,,,,,,,,,,,,,,,
11.16563239,3.019248285,0.583133136,416.6150295,16.23029231,2.29494162,0.002046127,0.525804685,7.748598073,2.362202031,2.313015177,1.161063462,46.39905152,0.072072187,0.146846637,0.226252999,0.445171822,456.7175805,,,,,,,,,,,,,,,,,,,,,
13.9306169,3.540762715,0.788746759,391.3309737,20.27810579,2.870140907,0.001867033,0.665803538,9.909605933,3.065246729,2.819703489,1.468836482,44.98286597,0.09008427,0.190211518,0.229300985,0.509596774,441.2704009,,,,,,,,,,,,,,,,,,,,,
16.98186207,3.94548737,0.800423771,395.4402788,23.2045373,3.364898331,0.002046586,0.861889022,11.54962148,3.249728302,3.334755794,1.661660663,46.41595919,0.094816119,0.180787394,0.26175601,0.537359523,453.3849276,,,,,,,,,,,,,,,,,,,,,
14.12560017,3.456624484,0.719568335,402.2127461,20.15747574,2.788285037,0.001844597,0.65254073,10.00458739,3.168650209,2.848107823,1.421950527,46.09564224,0.099156929,0.186230082,0.295671373,0.581058384,452.1344521,,,,,,,,,,,,,,,,,,,,,
11.90112194,2.951490587,0.622128362,405.6383579,16.89902522,2.202234939,0.002001572,0.554574199,8.773921058,2.397801196,2.433072603,1.160171816,45.50313447,0.085572184,0.171753159,0.215226384,0.472551726,447.2345321,,,,,,,,,,,,,,,,,,,,,
13.7083548,3.302353011,0.655109085,387.2135184,18.87967461,2.636569492,0.001821614,0.6801286,9.926561397,2.963096526,2.72249492,1.334668874,44.32028308,0.080521955,0.157571133,0.27988256,0.517975648,434.6157656,,,,,,,,,,,,,,,,,,,,,
10.42837899,2.508906495,0.517258216,404.202219,14.39542798,2.017878745,0.001847803,0.467784589,7.151902737,1.940117451,1.976118735,1.0664189,44.63030019,0.057637286,0.138481315,0.181768535,0.377887136,439.9002441,,,,,,,,,,,,,,,,,,,,,
13.23299476,3.272638118,0.684671515,398.2004766,18.54575705,2.442046073,0.001798081,0.600022191,9.669413427,2.562398372,2.662856715,1.292500628,45.25094682,0.090152493,0.14408643,0.227101491,0.461340413,443.9595006,,,,,,,,,,,,,,,,,,,,,
14.71144603,3.750883003,0.795009522,392.4807033,20.68575672,2.907969936,0.001665321,0.661994571,10.70919297,2.956285396,3.00956683,1.464882019,45.395473,0.096178417,0.197538099,0.317826558,0.611543074,444.0377057,,,,,,,,,,,,,,,,,,,,,
12.70321379,3.01055906,0.594623846,397.4078673,17.71853565,2.311648665,0.001823758,0.547995383,9.393998198,2.381607093,2.552424973,1.194745921,44.91621585,0.091588188,0.165506615,0.22150171,0.478596514,440.903642,,,,,,,,,,,,,,,,,,,,,
14.27581507,3.367353589,0.748898653,397.8234221,20.35226191,2.877059166,0.001879469,0.73396175,10.58058734,2.718940006,2.801300489,1.519367017,45.71206062,0.087018695,0.183304462,0.279584102,0.549907259,447.7701665,,,,,,,,,,,,,,,,,,,,,
16.66097994,4.193753316,0.923901699,394.7303999,24.04560678,3.157613458,0.001944875,0.767542469,11.65520309,2.819403001,3.323511184,1.769080274,46.46650403,0.118362313,0.243244244,0.349831581,0.711438137,453.1051751,,,,,,,,,,,,,,,,,,,,,
12.941667,3.109719759,0.71012963,401.2705475,18.4389233,2.744544172,0.00170683,0.623884616,9.820067968,2.868485018,2.596434696,1.379053097,45.56465945,0.078313842,0.165338813,0.265287388,0.508940042,447.1940356,,,,,,,,,,,,,,,,,,,,,
10.71888505,2.69813028,0.63296232,407.1697222,15.65967213,2.21702106,0.00181088,0.557273481,8.184332331,2.010685001,2.17330996,1.155467349,45.25551051,0.075465716,0.139707102,0.202622546,0.417795365,445.4127351,,,,,,,,,,,,,,,,,,,,,
13.22505925,3.1402093,0.669428738,412.5756153,18.30628558,2.802346731,0.001865965,0.673331793,8.795583637,2.407534465,2.632556,1.320474986,46.69570273,0.081622746,0.149111589,0.262005938,0.492740272,458.2474484,,,,,,,,,,,,,,,,,,,,,
9.626813116,2.12157493,0.4178325,402.5224877,12.82181057,1.881108299,0.001802491,0.39997385,6.665110133,1.705588713,1.898968143,0.873346755,44.09539905,0.061600414,0.102112543,0.164026649,0.327739606,434.5990467,,,,,,,,,,,,,,,,,,,,,
16.99124846,3.907292166,0.767363917,371.6248694,23.31021545,3.138341483,0.001667131,0.766802544,12.06727638,3.140711593,3.257508206,1.725421411,44.05361213,0.110396721,0.216052213,0.30709873,0.633547665,429.2649894,,,,,,,,,,,,,,,,,,,,,
15.32482229,3.882822947,0.755843351,387.698205,21.12836596,3.033083002,0.00174182,0.70092652,10.62562234,3.402766328,3.009865208,1.542515268,45.07357761,0.100972108,0.215471026,0.346873228,0.663316362,441.1442741,,,,,,,,,,,,,,,,,,,,,
11.26929137,2.653629071,0.590647639,396.2578707,15.66482731,2.315496275,0.001928071,0.535649091,7.751858661,2.597158796,2.240056843,1.13659655,44.26834532,0.078182406,0.135880196,0.207075936,0.421138538,435.6842902,,,,,,,,,,,,,,,,,,,,,
10.19168876,2.240734329,0.534571984,412.2515929,13.96005856,2.005560874,0.001830312,0.427283101,6.708197392,2.080112815,2.023042392,0.982490361,45.38601113,0.068178946,0.139057207,0.205340231,0.412576384,447.1115428,,,,,,,,,,,,,,,,,,,,,
12.82718274,2.971774877,0.649122611,411.3612315,17.67309683,2.368498075,0.001937102,0.580592988,8.725286058,3.077492403,2.576808987,1.223024067,46.39454384,0.091436279,0.184698087,0.256803092,0.532937458,455.8436996,,,,,,,,,,,,,,,,,,,,,
14.22848936,3.545905682,0.69946434,376.5038029,19.85984076,2.710498043,0.001772107,0.658906934,10.29283596,3.283154366,2.841538911,1.416566772,43.53275504,0.100951449,0.212272384,0.297140211,0.610364044,426.3603042,,,,,,,,,,,,,,,,,,,,,
12.52446296,3.305381359,0.707076714,404.296125,17.98076897,2.409734192,0.001846153,0.56201576,8.509488466,2.245229195,2.604516065,1.230232443,45.68120178,0.08590633,0.175101931,0.237156815,0.498165076,448.3655539,,,,,,,,,,,,,,,,,,,,,
18.99618947,4.381432343,0.975490499,361.3866598,26.58708076,3.811750925,0.00162299,0.825968676,12.77886855,3.474244888,3.824581025,1.896740762,43.99645753,0.123704776,0.250631289,0.343393699,0.717729764,426.8794919,,,,,,,,,,,,,,,,,,,,,
13.75709231,3.157867713,0.692049313,388.9989391,19.55577258,2.517906911,0.001782189,0.539261572,10.22456044,2.635752992,2.723888399,1.383752555,44.56619927,0.099726864,0.18348067,0.271202082,0.554409616,436.5184752,,,,,,,,,,,,,,,,,,,,,
13.98239571,3.326037114,0.68437916,395.8925231,19.22122625,2.75469946,0.002008245,0.631741988,9.180073967,2.187179147,2.813528376,1.339453109,45.31767586,0.091544237,0.173430753,0.272002247,0.536977237,443.3721489,,,,,,,,,,,,,,,,,,,,,
11.42295187,2.974690039,0.595614833,419.2467545,16.48714702,2.328963513,0.002005608,0.498063565,8.062517608,2.15499483,2.343637557,1.163266588,46.71551405,0.071811548,0.129840784,0.227557581,0.429209913,459.6472998,,,,,,,,,,,,,,,,,,,,,
16.82579506,4.052414503,0.847220475,373.2090593,23.495125,3.305153096,0.001787571,0.704018362,12.3074816,3.719743415,3.408217125,1.626157093,44.25095906,0.113145797,0.200560849,0.332049133,0.645755778,431.8404468,,,,,,,,,,,,,,,,,,,,,
13.63588188,3.207690096,0.646531875,404.8337248,19.2214377,2.50718115,0.00180279,0.583363123,9.501367245,2.621028106,2.709167935,1.352113452,46.08637276,0.089862589,0.180693175,0.269234254,0.539790018,451.8597129,,,,,,,,,,,,,,,,,,,,,
