,Teslin_Df,Pelly_Df,White+Donjec_Df,Stewart_Df,Porcupine_Df,Tanana_Df,Koyukuk_Df
0,0.0,0.2952693235681787,0.06321916849149842,0.17308498014048412,0.09339780783105979,0.1791860197013619,0.05673763181679763
1,0.0,0.288985695207537,0.06610390048976877,0.16542471223387284,0.09610933653540621,0.18445326719874836,0.06001781500794257
2,0.0,0.280636453545431,0.0680531719252785,0.17228547498116817,0.08708978067849221,0.16664803003608203,0.05927667591974271
3,0.0,0.296555388309018,0.06421759523134525,0.1707641691259898,0.09553560925158625,0.18653034258771736,0.059002621789969116
4,0.0,0.2957533442309937,0.06454905287507766,0.17915435963612966,0.08599696676895464,0.1684284428421326,0.059744337380817664
5,0.0,0.2979927789656182,0.06272757743729777,0.15874339225274253,0.08979983462360562,0.17438412072343512,0.05890143631738985
6,0.0,0.2953944347970444,0.0668965621399439,0.16554643511899297,0.09695192583886734,0.17578047241761796,0.05752297560387476
7,0.0,0.2965450931967606,0.06865458991927431,0.1722136403058209,0.08955797551084808,0.18105852616493334,0.065559672821504
8,0.0,0.29671040288658146,0.0650513704744671,0.17216279551000924,0.09107256103513542,0.17661037566151244,0.05856659229236053
9,0.0,0.29773670079382236,0.06830916241137215,0.16584374573216248,0.09358280218926239,0.1822059825868636,0.06026045567159416
10,0.0,0.2742599650395314,0.06335882496552137,0.16771613419126302,0.08993296264816916,0.17767339335046944,0.06466511654912485
11,0.0,0.29256858288664855,0.06190632208366306,0.1567261843881558,0.09056197594707172,0.16699734040056144,0.06296628770514656
12,0.0,0.2859574549354667,0.0630194821801379,0.18316896416047246,0.0897008887517368,0.1659272484984522,0.057973354073393706
13,0.0,0.2975351497344674,0.06383812853768997,0.17892175857765455,0.09450731020616449,0.1877296114984816,0.060562229031019675
14,0.0,0.3088211562014926,0.0635201048627285,0.16746187514368885,0.09408766496391212,0.19122886187122978,0.05585929099914828
15,0.0,0.2899481859878193,0.05966712217003184,0.16045786892496833,0.0889977433889888,0.1836257673391367,0.05799781369031903
16,0.0,0.29138935378019065,0.0635348315581794,0.17244086217552482,0.09091081433696796,0.18269461416719895,0.05990209798099948
17,0.0,0.2811570376129498,0.06782799050717238,0.15708987163767793,0.09688887001036775,0.18492778861084044,0.06379867897158277
18,0.0,0.28924664168797504,0.0662285037736958,0.1702334573189374,0.09173053231244804,0.17967037497785654,0.05632393189547565
19,0.0,0.28949146302660733,0.06130019292075589,0.18071255446614706,0.08582579226353343,0.18113365447547025,0.05722003598659577
20,0.0,0.27720731145598665,0.06636803901826195,0.16898208991677732,0.08455741269929404,0.1744044544763078,0.0605613401572021
21,0.0,0.27796970263987814,0.06591773905678533,0.17173930571114124,0.0846872705582223,0.18693751830225847,0.05850411426576113
22,0.0,0.29272947345322686,0.06547015680817728,0.16728074643681093,0.08503909081081933,0.1745337189091905,0.057587532494514704
23,0.0,0.2815992410086629,0.06207037525462725,0.16894809626115698,0.08778375133850283,0.17781552858633007,0.05960624275849786
24,0.0,0.2884187780335136,0.06532647506701346,0.17483277586454482,0.09577903244865335,0.18317479467940892,0.05856752802867375
