,Teslin_V100 / ms-1,Teslin_V1 / ms-1,Pelly_V100 / ms-1,Pelly_V1 / ms-1,White+Donjec_V100 / ms-1,White+Donjec_V1 / ms-1,Stewart_V100 / ms-1,Stewart_V1 / ms-1,Porcupine_V100 / ms-1,Porcupine_V1 / ms-1,Tanana_V100 / ms-1,Tanana_V1 / ms-1,Koyukuk_V100 / ms-1,Koyukuk_V1 / ms-1,Yukon_V100 / ms-1,Yukon_V1 / ms-1,Yukon_V2 / ms-1,Yukon_V3 / ms-1,Yukon_V4 / ms-1,Yukon_V5 / ms-1,Yukon_V6 / ms-1,Yukon_V7 / ms-1,Yukon_V8 / ms-1
0,0.1,0.5747862624440017,0.1,0.752396041326675,0.1,0.5378517533874678,0.1,0.588243807523859,0.1,0.7739058187367083,0.1,0.9263292740888879,0.1,0.7804208181048298,0.1,0.8655742213851819,0.8655742213851819,0.8655742213851819,0.8655742213851819,0.8655742213851819,0.8655742213851819,0.8655742213851819,0.8655742213851819
1,0.1,0.5613190149911477,0.1,0.7172902288029249,0.1,0.5477506481187469,0.1,0.5524369607983871,0.1,0.677473991922012,0.1,0.8946720902154008,0.1,0.7427767609790993,0.1,0.7886828503131909,0.7886828503131909,0.7886828503131909,0.7886828503131909,0.7886828503131909,0.7886828503131909,0.7886828503131909,0.7886828503131909
2,0.1,0.5730689553408208,0.1,0.6943623835720364,0.1,0.5439712227780307,0.1,0.5534726415442952,0.1,0.6885726495326839,0.1,0.8678834569624171,0.1,0.7032603824564336,0.1,0.9115649069673526,0.9115649069673526,0.9115649069673526,0.9115649069673526,0.9115649069673526,0.9115649069673526,0.9115649069673526,0.9115649069673526
3,0.1,0.5796933642436,0.1,0.7570976021997179,0.1,0.544195396440637,0.1,0.5461350478267697,0.1,0.7334994195369539,0.1,0.9195134526094845,0.1,0.7505303212015884,0.1,0.8975285107884385,0.8975285107884385,0.8975285107884385,0.8975285107884385,0.8975285107884385,0.8975285107884385,0.8975285107884385,0.8975285107884385
4,0.1,0.5563892832203959,0.1,0.6935658660990737,0.1,0.5052788226942468,0.1,0.5441323491441329,0.1,0.7798965317469349,0.1,0.9084380629586711,0.1,0.7295493913514404,0.1,0.8130440049672426,0.8130440049672426,0.8130440049672426,0.8130440049672426,0.8130440049672426,0.8130440049672426,0.8130440049672426,0.8130440049672426
5,0.1,0.5881857771096719,0.1,0.7765451486195125,0.1,0.5442892642113333,0.1,0.5531635355008371,0.1,0.7073011265778919,0.1,0.928628059355446,0.1,0.7297657661703925,0.1,0.8870520144061383,0.8870520144061383,0.8870520144061383,0.8870520144061383,0.8870520144061383,0.8870520144061383,0.8870520144061383,0.8870520144061383
6,0.1,0.5127048231195024,0.1,0.7463744862914756,0.1,0.4975289838571692,0.1,0.5435383432917895,0.1,0.7340742149098172,0.1,0.9469713679855651,0.1,0.7765879723338682,0.1,0.8985993518290998,0.8985993518290998,0.8985993518290998,0.8985993518290998,0.8985993518290998,0.8985993518290998,0.8985993518290998,0.8985993518290998
7,0.1,0.5350313999269515,0.1,0.6984148535798735,0.1,0.5131001043395359,0.1,0.5234769542580786,0.1,0.6536488528612191,0.1,0.9171811459595153,0.1,0.7335906721499519,0.1,0.8943112507953155,0.8943112507953155,0.8943112507953155,0.8943112507953155,0.8943112507953155,0.8943112507953155,0.8943112507953155,0.8943112507953155
8,0.1,0.5179010964124727,0.1,0.7656643345899508,0.1,0.5214830708342288,0.1,0.5835865794825196,0.1,0.7375451812791051,0.1,0.8920163939325324,0.1,0.7274859651957144,0.1,0.8471634020438766,0.8471634020438766,0.8471634020438766,0.8471634020438766,0.8471634020438766,0.8471634020438766,0.8471634020438766,0.8471634020438766
9,0.1,0.5480043516922101,0.1,0.693783708027036,0.1,0.480702743482855,0.1,0.5207657502560822,0.1,0.7541789296942101,0.1,0.872140253451746,0.1,0.7533663448061645,0.1,0.9061692949248417,0.9061692949248417,0.9061692949248417,0.9061692949248417,0.9061692949248417,0.9061692949248417,0.9061692949248417,0.9061692949248417
10,0.1,0.5843107730397109,0.1,0.784810052370688,0.1,0.48828300962552296,0.1,0.5318042434091145,0.1,0.7211454940823768,0.1,0.858227262690332,0.1,0.7226516933294309,0.1,0.889885938827633,0.889885938827633,0.889885938827633,0.889885938827633,0.889885938827633,0.889885938827633,0.889885938827633,0.889885938827633
11,0.1,0.5737508128013211,0.1,0.7135885384578747,0.1,0.5097983516633381,0.1,0.5498700171771096,0.1,0.727078565041485,0.1,0.9053279047073295,0.1,0.7621846488569864,0.1,0.8195141216518209,0.8195141216518209,0.8195141216518209,0.8195141216518209,0.8195141216518209,0.8195141216518209,0.8195141216518209,0.8195141216518209
12,0.1,0.5503955466460403,0.1,0.7077823597123207,0.1,0.4950269825595552,0.1,0.5438055859035342,0.1,0.7051562715222658,0.1,0.9334759504805741,0.1,0.6614963501701369,0.1,0.8615689573555213,0.8615689573555213,0.8615689573555213,0.8615689573555213,0.8615689573555213,0.8615689573555213,0.8615689573555213,0.8615689573555213
13,0.1,0.542655134691554,0.1,0.7323040952881363,0.1,0.5090223421782328,0.1,0.56136945180819,0.1,0.6574465983343427,0.1,0.9203007690080766,0.1,0.7085773853266932,0.1,0.9008931729608839,0.9008931729608839,0.9008931729608839,0.9008931729608839,0.9008931729608839,0.9008931729608839,0.9008931729608839,0.9008931729608839
14,0.1,0.5189062209197344,0.1,0.7616030750057403,0.1,0.5012600861824299,0.1,0.5335607238035017,0.1,0.6962442945169891,0.1,0.8430995709719871,0.1,0.7616700504535954,0.1,0.8449767948070679,0.8449767948070679,0.8449767948070679,0.8449767948070679,0.8449767948070679,0.8449767948070679,0.8449767948070679,0.8449767948070679
15,0.1,0.5929441417261592,0.1,0.679151381020332,0.1,0.551787384737649,0.1,0.5182522879085112,0.1,0.7682899470704525,0.1,0.8506660566699968,0.1,0.674544862397666,0.1,0.804460160963227,0.804460160963227,0.804460160963227,0.804460160963227,0.804460160963227,0.804460160963227,0.804460160963227,0.804460160963227
16,0.1,0.5557608525598111,0.1,0.7676650948057653,0.1,0.5237713052166598,0.1,0.5081570722649565,0.1,0.7070199742043344,0.1,0.9135117568252943,0.1,0.7697342021347653,0.1,0.846031755652596,0.846031755652596,0.846031755652596,0.846031755652596,0.846031755652596,0.846031755652596,0.846031755652596,0.846031755652596
17,0.1,0.5803731976152405,0.1,0.7590590296025561,0.1,0.561125939718244,0.1,0.5731145164886188,0.1,0.6762382067786451,0.1,0.8839506957247819,0.1,0.6752936610530291,0.1,0.907227553904398,0.907227553904398,0.907227553904398,0.907227553904398,0.907227553904398,0.907227553904398,0.907227553904398,0.907227553904398
18,0.1,0.588103429929468,0.1,0.7536008647138371,0.1,0.5010418617931863,0.1,0.5694627612119902,0.1,0.7852601809323279,0.1,0.868771160775328,0.1,0.6839034908511136,0.1,0.8256186035386041,0.8256186035386041,0.8256186035386041,0.8256186035386041,0.8256186035386041,0.8256186035386041,0.8256186035386041,0.8256186035386041
19,0.1,0.5440139822891905,0.1,0.7266894218059118,0.1,0.5498396011552334,0.1,0.5468739082550632,0.1,0.7014126562299514,0.1,0.8678302671231839,0.1,0.7170558736388847,0.1,0.9390853355886667,0.9390853355886667,0.9390853355886667,0.9390853355886667,0.9390853355886667,0.9390853355886667,0.9390853355886667,0.9390853355886667
20,0.1,0.6103796933370295,0.1,0.7014337674414509,0.1,0.4821787951199735,0.1,0.5646604938899944,0.1,0.7210887944251039,0.1,0.8930867170034942,0.1,0.6824807463469136,0.1,0.8382741260521785,0.8382741260521785,0.8382741260521785,0.8382741260521785,0.8382741260521785,0.8382741260521785,0.8382741260521785,0.8382741260521785
21,0.1,0.523784063606025,0.1,0.7246570518471548,0.1,0.5054323687529458,0.1,0.5695562972285434,0.1,0.7421732384596853,0.1,0.9181363230068869,0.1,0.7219467613532982,0.1,0.9141548530411076,0.9141548530411076,0.9141548530411076,0.9141548530411076,0.9141548530411076,0.9141548530411076,0.9141548530411076,0.9141548530411076
22,0.1,0.5492490669368055,0.1,0.7283808692160765,0.1,0.5330205654468202,0.1,0.5430385127691476,0.1,0.738610369129093,0.1,0.8470766965803208,0.1,0.7476283642122357,0.1,0.9203267041826976,0.9203267041826976,0.9203267041826976,0.9203267041826976,0.9203267041826976,0.9203267041826976,0.9203267041826976,0.9203267041826976
23,0.1,0.5543449348548742,0.1,0.6869848077714835,0.1,0.48723059763037935,0.1,0.5461989780695901,0.1,0.7098983689002321,0.1,0.9185158861755913,0.1,0.7583694358236764,0.1,0.8539747999615814,0.8539747999615814,0.8539747999615814,0.8539747999615814,0.8539747999615814,0.8539747999615814,0.8539747999615814,0.8539747999615814
24,0.1,0.5680030252527417,0.1,0.7820410862789952,0.1,0.5362550505051087,0.1,0.5455153046261123,0.1,0.677518669520506,0.1,0.9443082464749919,0.1,0.6873514971951589,0.1,0.9019495078780394,0.9019495078780394,0.9019495078780394,0.9019495078780394,0.9019495078780394,0.9019495078780394,0.9019495078780394,0.9019495078780394
25,0.1,0.5286759166848743,0.1,0.7141145979405512,0.1,0.5236882694367812,0.1,0.5125868558867142,0.1,0.6981630816374045,0.1,0.8546748461085661,0.1,0.7219203314727451,0.1,0.873247893222483,0.873247893222483,0.873247893222483,0.873247893222483,0.873247893222483,0.873247893222483,0.873247893222483,0.873247893222483
26,0.1,0.5462694915750016,0.1,0.7169595094393554,0.1,0.516025187931056,0.1,0.5591577804194594,0.1,0.7521836258254525,0.1,0.875943210542579,0.1,0.7253496234888624,0.1,0.8668732508394427,0.8668732508394427,0.8668732508394427,0.8668732508394427,0.8668732508394427,0.8668732508394427,0.8668732508394427,0.8668732508394427
27,0.1,0.5529590622850197,0.1,0.7122930574770352,0.1,0.5113871860231821,0.1,0.5460797445044882,0.1,0.692865214704134,0.1,0.9574437728118599,0.1,0.7724285060759503,0.1,0.8911636054632542,0.8911636054632542,0.8911636054632542,0.8911636054632542,0.8911636054632542,0.8911636054632542,0.8911636054632542,0.8911636054632542
28,0.1,0.5600744043042699,0.1,0.7661398636100352,0.1,0.5228097716569651,0.1,0.5261992163117204,0.1,0.7019647883413644,0.1,0.9075276743450018,0.1,0.7334729087113002,0.1,0.8630186952252394,0.8630186952252394,0.8630186952252394,0.8630186952252394,0.8630186952252394,0.8630186952252394,0.8630186952252394,0.8630186952252394
29,0.1,0.5390647423606078,0.1,0.738867328507485,0.1,0.5000730978844896,0.1,0.5272493155108142,0.1,0.7270598927935186,0.1,0.9558003629995186,0.1,0.7310689490403519,0.1,0.9133735173299811,0.9133735173299811,0.9133735173299811,0.9133735173299811,0.9133735173299811,0.9133735173299811,0.9133735173299811,0.9133735173299811
30,0.1,0.5449155243452005,0.1,0.7120009698109246,0.1,0.5116842926080072,0.1,0.5809970347267979,0.1,0.7282659832875942,0.1,0.8620640940503231,0.1,0.7496596296306931,0.1,0.9241397124241625,0.9241397124241625,0.9241397124241625,0.9241397124241625,0.9241397124241625,0.9241397124241625,0.9241397124241625,0.9241397124241625
