,Protein,Polypeptide,Amino acid,Heteroploycondensate(HPC),Polysaccharides,Oligosaccharides,Humic acid,Monosaccharides,Inorganic carbon,Lipids,Pigments,Porphyrin,V-Phenol,S-Phenol,C-Phenol
0,0.05578935201883286,,,0.8147319228122962,0.05578935201883286,,,,,0.05578935201883286,0.011112513207003294,,0.0011112513207003293,0.0022225026414006586,0.0033337539621009884
1,0.0376010692737266,,,0.8750933619712586,0.0376010692737266,,,,,0.0376010692737266,0.00748964387972603,,0.000748964387972603,0.001497928775945206,0.0022468931639178093
2,0.0687716012734099,,,0.7716477427658056,0.0687716012734099,,,,,0.0687716012734099,0.013698408383727987,,0.0013698408383727987,0.0027396816767455974,0.004109522515118397
3,0.04950681717717684,,,0.8355817660835482,0.04950681717717684,,,,,0.04950681717717684,0.009861113990575874,,0.0009861113990575873,0.0019722227981151747,0.0029583341971727625
4,0.05850202970152996,,,0.8057293615921584,0.05850202970152996,,,,,0.05850202970152996,0.011652843314532391,,0.0011652843314532391,0.0023305686629064783,0.003495852994359718
5,0.046065793346919084,,,0.8470014890714442,0.046065793346919084,,,,,0.046065793346919084,0.009175706804874126,,0.0009175706804874126,0.001835141360974825,0.002752712041462238
6,0.056322598194819606,,,0.8129622391615825,0.056322598194819606,,,,,0.056322598194819606,0.01121872890872423,,0.001121872890872423,0.002243745781744846,0.0033656186726172695
7,0.05988072255208012,,,0.801153894749926,0.05988072255208012,,,,,0.05988072255208012,0.011927460996146041,,0.001192746099614604,0.002385492199229208,0.0035782382988438126
8,0.03576621324129326,,,0.8811826971943423,0.03576621324129326,,,,,0.03576621324129326,0.00712416442611126,,0.0007124164426111259,0.0014248328852222518,0.0021372493278333784
9,0.06304616326349816,,,0.790648749234472,0.06304616326349816,,,,,0.06304616326349816,0.012557975609395975,,0.0012557975609395974,0.002511595121879195,0.003767392682818793
10,0.04905494530815481,,,0.8370813928878961,0.04905494530815481,,,,,0.04905494530815481,0.009771106992274738,,0.0009771106992274739,0.0019542213984549478,0.002931332097682422
11,0.060637386245091726,,,0.7986427555671022,0.060637386245091726,,,,,0.060637386245091726,0.012078178561014206,,0.0012078178561014206,0.002415635712202841,0.0036234535683042617
12,0.047393638358545674,,,0.8425947709109078,0.047393638358545674,,,,,0.047393638358545674,0.009440196258409505,,0.0009440196258409505,0.001888039251681901,0.002832058877522852
13,0.055335592570796024,,,0.816237813923586,0.055335592570796024,,,,,0.055335592570796024,0.011022130227516282,,0.0011022130227516282,0.0022044260455032563,0.0033066390682548845
14,0.04447450968542605,,,0.8522824808651146,0.04447450968542605,,,,,0.04447450968542605,0.008858743799129579,,0.0008858743799129579,0.0017717487598259158,0.002657623139738874
15,0.06533836649312205,,,0.7830416162398991,0.06533836649312205,,,,,0.06533836649312205,0.01301455267545927,,0.001301455267545927,0.002602910535091854,0.0039043658026377812
16,0.05300862848461423,,,0.8239603077445568,0.05300862848461423,,,,,0.05300862848461423,0.010558629251000396,,0.0010558629251000396,0.0021117258502000792,0.003167588775300119
17,0.030376435914520116,,,0.8990697468267715,0.030376435914520116,,,,,0.030376435914520116,0.006050590893542625,,0.0006050590893542624,0.0012101181787085248,0.0018151772680627875
18,0.033025728366776023,,,0.8902775421193662,0.033025728366776023,,,,,0.033025728366776023,0.00657829548769116,,0.0006578295487691159,0.0013156590975382319,0.001973488646307348
19,0.05201724333923789,,,0.827250416820513,0.05201724333923789,,,,,0.05201724333923789,0.01036115822610836,,0.001036115822610836,0.002072231645221672,0.0031083474678325084
20,0.032206148991568706,,,0.892997479525542,0.032206148991568706,,,,,0.032206148991568706,0.006415045937344987,,0.0006415045937344986,0.0012830091874689972,0.0019245137812034963
21,0.06073369492783091,,,0.7983231360199954,0.06073369492783091,,,,,0.06073369492783091,0.012097361997819979,,0.0012097361997819977,0.0024194723995639954,0.003629208599345994
22,0.05846200780775846,,,0.8058621822184797,0.05846200780775846,,,,,0.05846200780775846,0.011644871473903109,,0.0011644871473903108,0.0023289742947806215,0.003493461442170933
23,0.051592484496982005,,,0.8286600636449752,0.051592484496982005,,,,,0.051592484496982005,0.010276551790049262,,0.001027655179004926,0.002055310358009852,0.003082965537014779
24,0.04520278653396882,,,0.8498655490799507,0.04520278653396882,,,,,0.04520278653396882,0.009003807073839317,,0.0009003807073839318,0.0018007614147678636,0.0027011421221517957
25,0.04009875387791373,,,0.8668042981059807,0.04009875387791373,,,,,0.04009875387791373,0.007987150162673873,,0.0007987150162673873,0.0015974300325347745,0.002396145048802162
26,0.053917752673130724,,,0.8209431980392524,0.053917752673130724,,,,,0.053917752673130724,0.010739714963347177,,0.0010739714963347176,0.0021479429926694353,0.0032219144890041533
27,0.059563668137041295,,,0.8022061029793476,0.059563668137041295,,,,,0.059563668137041295,0.01186430788095538,,0.001186430788095538,0.002372861576191076,0.0035592923642866147
28,0.06535970501379186,,,0.7829708001087006,0.06535970501379186,,,,,0.06535970501379186,0.013018803031202444,,0.0013018803031202445,0.002603760606240489,0.003905640909360734
29,0.042446492675898,,,0.859012859265841,0.042446492675898,,,,,0.042446492675898,0.008454789191540659,,0.0008454789191540658,0.0016909578383081316,0.002536436757462198
30,0.049655431819997965,,,0.8350885587892426,0.049655431819997965,,,,,0.049655431819997965,0.009890716094227238,,0.0009890716094227237,0.0019781432188454473,0.0029672148282681716
31,0.053545293142492414,,,0.8221792791807692,0.053545293142492414,,,,,0.053545293142492414,0.01066552586984605,,0.001066552586984605,0.00213310517396921,0.0031996577609538154
