,Teslin_V100 / ms-1,Teslin_V1 / ms-1,Pelly_V100 / ms-1,Pelly_V1 / ms-1,White+Donjec_V100 / ms-1,White+Donjec_V1 / ms-1,Stewart_V100 / ms-1,Stewart_V1 / ms-1,Porcupine_V100 / ms-1,Porcupine_V1 / ms-1,Tanana_V100 / ms-1,Tanana_V1 / ms-1,Koyukuk_V100 / ms-1,Koyukuk_V1 / ms-1,Yukon_V100 / ms-1,Yukon_V1 / ms-1,Yukon_V2 / ms-1,Yukon_V3 / ms-1,Yukon_V4 / ms-1,Yukon_V5 / ms-1,Yukon_V6 / ms-1,Yukon_V7 / ms-1,Yukon_V8 / ms-1
0,0.1,0.5390083026283727,0.1,0.7345580728721613,0.1,0.5381497195449274,0.1,0.5451291287889842,0.1,0.7152030855435495,0.1,0.9260932613536441,0.1,0.7411440076085862,0.1,0.8458710122468653,0.8458710122468653,0.8458710122468653,0.8458710122468653,0.8458710122468653,0.8458710122468653,0.8458710122468653,0.8458710122468653
1,0.1,0.5198546520195526,0.1,0.7401437557068495,0.1,0.5057688834043992,0.1,0.5762773060973709,0.1,0.6635675923758384,0.1,0.8892085171472034,0.1,0.6602781908512202,0.1,0.9245096034265595,0.9245096034265595,0.9245096034265595,0.9245096034265595,0.9245096034265595,0.9245096034265595,0.9245096034265595,0.9245096034265595
2,0.1,0.5548065878107533,0.1,0.7460945675252377,0.1,0.5107166833987438,0.1,0.5574276726221508,0.1,0.7252742131168546,0.1,0.8587311536779237,0.1,0.74934666251082,0.1,0.9276240263782658,0.9276240263782658,0.9276240263782658,0.9276240263782658,0.9276240263782658,0.9276240263782658,0.9276240263782658,0.9276240263782658
3,0.1,0.5949382929084924,0.1,0.7761154392724956,0.1,0.5031571797915678,0.1,0.5633946462699452,0.1,0.6783687459142683,0.1,0.8385122371950122,0.1,0.7387098824641449,0.1,0.8132687083276013,0.8132687083276013,0.8132687083276013,0.8132687083276013,0.8132687083276013,0.8132687083276013,0.8132687083276013,0.8132687083276013
4,0.1,0.5644668258964178,0.1,0.7058619093257728,0.1,0.5411999525558029,0.1,0.5042009076566774,0.1,0.6788866379722781,0.1,0.8858147749905341,0.1,0.6957324717051835,0.1,0.8210510497324043,0.8210510497324043,0.8210510497324043,0.8210510497324043,0.8210510497324043,0.8210510497324043,0.8210510497324043,0.8210510497324043
5,0.1,0.5790939767541764,0.1,0.7844227135073591,0.1,0.5331928923017171,0.1,0.5622837368183362,0.1,0.7237795982907619,0.1,0.916664420099908,0.1,0.716714319893831,0.1,0.8584635870259515,0.8584635870259515,0.8584635870259515,0.8584635870259515,0.8584635870259515,0.8584635870259515,0.8584635870259515,0.8584635870259515
6,0.1,0.5224346980894008,0.1,0.7654080912242526,0.1,0.5465541827164019,0.1,0.5127255815560167,0.1,0.6954733208320445,0.1,0.9635564189602375,0.1,0.7039122969051363,0.1,0.8334896958549762,0.8334896958549762,0.8334896958549762,0.8334896958549762,0.8334896958549762,0.8334896958549762,0.8334896958549762,0.8334896958549762
7,0.1,0.5845165665972707,0.1,0.7110677784473999,0.1,0.5212051409906735,0.1,0.5513913521888778,0.1,0.6947633956779311,0.1,0.9545830900768515,0.1,0.7021238232878073,0.1,0.8708009065695548,0.8708009065695548,0.8708009065695548,0.8708009065695548,0.8708009065695548,0.8708009065695548,0.8708009065695548,0.8708009065695548
8,0.1,0.5721979442323852,0.1,0.7501456212310214,0.1,0.47944797510992015,0.1,0.5340963595093373,0.1,0.7548615911425878,0.1,0.9102336377516391,0.1,0.7414093511022701,0.1,0.8592520843050788,0.8592520843050788,0.8592520843050788,0.8592520843050788,0.8592520843050788,0.8592520843050788,0.8592520843050788,0.8592520843050788
9,0.1,0.6150525879810713,0.1,0.700032676717951,0.1,0.5184416235697208,0.1,0.506460686715753,0.1,0.6979415304388431,0.1,0.9289971437364898,0.1,0.7560020071650037,0.1,0.8626741885188628,0.8626741885188628,0.8626741885188628,0.8626741885188628,0.8626741885188628,0.8626741885188628,0.8626741885188628,0.8626741885188628
