Protein_micromolar,Polypeptide_micromolar,Amino acid_micromolar,Heteropolycondensate_micromolar,Polysaccharide_micromolar,Oligosaccharide_micromolar,Humic acid_micromolar,Monosaccharide_micromolar,Inorganic carbon_micromolar,Lipid_micromolar,Pigment_micromolar,Porpherin_micromolar,CDOM_micromolar,VPhenol_micromolar,SPhenol_micromolar,CPhenol_micromolar,Phenol_micromolar,DOC_micromolar
14.923798426363645,4.0538182011331045,0.8628924104316964,383.33151960377245,22.056484321876173,3.2378385937628464,0.0018066697847773931,0.7627278261238948,11.105664181403158,3.0606495261797346,2.9770037050916787,1.7030701118763083,44.688078938942084,0.0915656296801983,0.18906434274715367,0.27231947896805964,0.5529494513954116,437.52455884779175
16.87614616590026,4.456415066746163,0.9214250721175509,387.4884719814031,24.294451856632364,3.234737057455594,0.0017407363332663404,0.80042767671604,12.003062222706989,3.373660885319695,3.459957213564237,1.7155450148275855,45.81550898589959,0.1158633844454531,0.2227227609989216,0.27821671145695803,0.6168028569013327,447.23978158391714
13.389179997491093,3.7509039344856525,0.7872732802447121,403.43293781663994,19.7325349538837,2.6128498205740356,0.0018245778270468173,0.6335088596668487,9.71185313387442,2.7848250441242692,2.724845564052718,1.4728834898808338,46.05469704774499,0.08812345384338646,0.16249524202402776,0.27894558412753545,0.5295642799949497,451.85313161886575
17.199992019232358,3.9989800825594646,0.9178244869540576,363.40549701897464,24.562496386050444,3.2716598725030277,0.001757833529480861,0.8340390500258469,12.315082122690066,3.28655680137066,3.559200942867514,1.7118968525420748,43.554643975893285,0.10412677444631756,0.2470475437657568,0.32457500500913583,0.6757493232212102,423.4256506698308
15.91963966138296,4.010687412512164,0.8553948908284698,387.1623415889212,22.79812484452545,3.4577931485535625,0.0018002881902076443,0.8329671645807513,11.282456368779462,2.405928041782933,3.275346769750173,1.631418117173698,45.42183031859252,0.10601513015128934,0.20279322186813958,0.31806227415705257,0.6268706261764815,442.9783125543781
13.76698388597686,3.467197634977103,0.7101936705833412,387.7031791009766,19.63543265628363,2.712072807033202,0.0017276673181591778,0.6123658139236037,10.38877892351034,2.8680617514539777,2.7554190594926022,1.420059423621894,44.50783971210617,0.088881626707758,0.17473741836341025,0.29803225885706774,0.561651303928236,436.21434477556926
16.4378774320568,4.169962430285858,0.7310371938740259,399.47462254274734,22.69831514767831,3.380565502562069,0.0018812103107500745,0.8141299917481046,11.504103297164184,3.106400948597898,3.122288179557727,1.7427697164065148,46.653277652897195,0.10211319921566127,0.20457169501752917,0.29019316471388223,0.5968780589470727,456.2767283547725
14.8145714417423,3.663289139962615,0.7523052369594,386.89962961491864,20.805928273276812,2.7134570974758243,0.0016933880555723543,0.6458298174262498,10.195290273301852,3.1703311450537677,2.956874202261381,1.4960397909498269,44.817173289548414,0.1016670873400505,0.18910199280691145,0.29359210370487987,0.5843611838518419,438.5043103319343
11.53144682218783,2.675518178270461,0.5629359898171601,393.767763682468,15.891121076336695,2.28765523839511,0.0019737082859381974,0.5322687361942209,8.335649751701524,2.3520945384576777,2.233990823530764,1.1438913572915879,44.045993386244646,0.06232958924912662,0.13512086225633496,0.22130759381789838,0.41875804532336,433.3994181965588
11.554426617407854,2.692920849261647,0.5806072690888598,387.6730119741698,16.0091002838397,2.4266021822339328,0.001810865841371775,0.5988123050291156,7.9671331487030015,1.954203725439051,2.196418074488672,1.249076089517378,43.505413601223005,0.07151700191987673,0.14427550929618543,0.1998910586602693,0.4156835698763315,427.3526738061937
